Timestamp	CO2_1 (62.5 Hz)
57.648	0.799847
57.664	0.693183
57.68	0.693183
57.696	0.799847
57.712	0.799847
57.728	0.799847
57.744	0.799847
57.76	0.693183
57.776	0.599852
57.792	0.599852
57.808	0.693183
57.824	0.799847
57.84	0.799847
57.856	0.799847
57.872	0.799847
57.888	0.693183
57.904	0.599852
57.92	0.599852
57.936	0.599852
57.952	0.599852
57.968	0.599852
57.984	0.599852
58	0.599852
58.016	0.693183
58.032	0.693183
58.048	0.693183
58.064	0.693183
58.08	0.799847
58.096	0.799847
58.112	0.893178
58.128	0.999842
58.144	0.999842
58.16	0.999842
58.176	0.999842
58.192	0.893178
58.208	0.799847
58.224	0.799847
58.24	0.693183
58.256	0.599852
58.272	0.693183
58.288	0.799847
58.304	0.693183
58.32	0.693183
58.336	0.599852
58.352	0.693183
58.368	0.693183
58.384	0.799847
58.4	0.893178
58.416	0.893178
58.432	0.893178
58.448	0.893178
58.464	0.893178
58.48	0.893178
58.496	0.893178
58.512	0.799847
58.528	0.799847
58.544	0.893178
58.56	0.893178
58.576	0.799847
58.592	0.799847
58.608	0.893178
58.624	0.893178
58.64	0.999842
58.656	0.999842
58.672	1.293168
58.688	2.093148
58.704	3.599777
58.72	5.893053
58.736	8.692983
58.752	12.199562
58.768	15.399482
58.784	17.892753
58.8	19.692708
58.816	21.199337
58.832	22.199312
58.848	23.292618
58.864	24.399257
58.88	24.999242
58.896	25.399232
58.912	25.799222
58.928	26.092548
58.944	26.399207
58.96	26.599202
58.976	26.692533
58.992	26.799197
59.008	26.999192
59.024	27.199187
59.04	27.399182
59.056	27.599177
59.072	27.799172
59.088	27.799172
59.104	27.892503
59.12	28.092498
59.136	28.292493
59.152	28.599152
59.168	28.799147
59.184	28.799147
59.2	28.999142
59.216	29.292468
59.232	29.599127
59.248	29.799122
59.264	29.799122
59.28	29.799122
59.296	29.799122
59.312	29.799122
59.328	29.892453
59.344	30.199112
59.36	30.399107
59.376	30.799097
59.392	31.092423
59.408	31.092423
59.424	30.999092
59.44	30.999092
59.456	31.092423
59.472	31.092423
59.488	31.092423
59.504	31.092423
59.52	30.999092
59.536	30.999092
59.552	31.092423
59.568	31.492413
59.584	31.599077
59.6	31.492413
59.616	31.492413
59.632	31.492413
59.648	31.692408
59.664	31.799072
59.68	31.892403
59.696	31.892403
59.712	31.999067
59.728	32.199062
59.744	32.092398
59.76	31.999067
59.776	31.892403
59.792	31.999067
59.808	32.092398
59.824	32.199062
59.84	32.199062
59.856	32.092398
59.872	32.092398
59.888	32.399057
59.904	32.599052
59.92	32.692383
59.936	32.599052
59.952	32.692383
59.968	32.799047
59.984	32.799047
60	32.599052
60.016	32.492388
60.032	32.492388
60.048	32.599052
60.064	32.799047
60.08	32.999042
60.096	33.199037
60.112	33.292368
60.128	33.399032
60.144	33.492363
60.16	33.492363
60.176	33.599027
60.192	33.599027
60.208	33.599027
60.224	33.692358
60.24	33.692358
60.256	33.799022
60.272	33.799022
60.288	33.892353
60.304	33.999017
60.32	34.199012
60.336	34.292343
60.352	34.399007
60.368	34.492338
60.384	34.492338
60.4	34.399007
60.416	34.492338
60.432	34.692333
60.448	34.692333
60.464	34.599002
60.48	34.492338
60.496	34.599002
60.512	34.798997
60.528	34.892328
60.544	34.599002
60.56	34.492338
60.576	34.599002
60.592	34.599002
60.608	34.692333
60.624	34.492338
60.64	34.492338
60.656	34.492338
60.672	34.692333
60.688	34.798997
60.704	34.892328
60.72	34.492338
60.736	32.292393
60.752	29.092473
60.768	20.492688
60.784	13.999517
60.8	11.399582
60.816	8.999642
60.832	6.893028
60.848	5.799722
60.864	5.093073
60.88	3.999767
60.896	2.893128
60.912	1.999817
60.928	1.599827
60.944	1.493163
60.96	1.293168
60.976	1.199837
60.992	1.093173
61.008	0.999842
61.024	0.799847
61.04	0.693183
61.056	0.599852
61.072	0.693183
61.088	0.799847
61.104	0.893178
61.12	0.893178
61.136	0.693183
61.152	0.599852
61.168	0.599852
61.184	0.599852
61.2	0.599852
61.216	0.693183
61.232	0.599852
61.248	0.599852
61.264	0.599852
61.28	0.599852
61.296	0.693183
61.312	0.799847
61.328	0.799847
61.344	0.799847
61.36	0.799847
61.376	0.799847
61.392	0.893178
61.408	0.799847
61.424	0.799847
61.44	0.799847
61.456	0.799847
61.472	0.799847
61.488	0.693183
61.504	0.693183
61.52	0.799847
61.536	0.893178
61.552	0.893178
61.568	0.893178
61.584	0.893178
61.6	0.799847
61.616	0.799847
61.632	0.799847
61.648	0.893178
61.664	0.893178
61.68	0.893178
61.696	0.799847
61.712	0.693183
61.728	0.599852
61.744	0.599852
61.76	0.693183
61.776	0.693183
61.792	0.693183
61.808	0.599852
61.824	0.693183
61.84	0.799847
61.856	0.799847
61.872	0.893178
61.888	0.799847
61.904	0.693183
61.92	0.693183
61.936	0.693183
61.952	0.893178
61.968	0.893178
61.984	0.893178
62	0.799847
62.016	0.693183
62.032	0.693183
62.048	0.693183
62.064	0.693183
62.08	0.799847
62.096	0.893178
62.112	0.893178
62.128	0.799847
62.144	0.799847
62.16	0.893178
62.176	0.893178
62.192	0.799847
62.208	0.799847
62.224	0.799847
62.24	0.799847
62.256	0.799847
62.272	0.893178
62.288	0.893178
62.304	0.999842
62.32	1.293168
62.336	1.999817
62.352	2.893128
62.368	3.893103
62.384	5.199737
62.4	7.199687
62.416	9.892953
62.432	12.492888
62.448	15.092823
62.464	17.599427
62.48	19.892703
62.496	21.492663
62.512	22.999292
62.528	24.092598
62.544	24.799247
62.56	25.399232
62.576	25.892553
62.592	26.199212
62.608	26.492538
62.624	26.892528
62.64	27.199187
62.656	27.292518
62.672	27.492513
62.688	27.599177
62.704	27.799172
62.72	27.999167
62.736	28.399157
62.752	28.799147
62.768	28.999142
62.784	29.199137
62.8	29.199137
62.816	29.399132
62.832	29.399132
62.848	29.399132
62.864	29.292468
62.88	29.492463
62.896	29.599127
62.912	29.799122
62.928	29.799122
62.944	29.892453
62.96	29.892453
62.976	30.092448
62.992	30.199112
63.008	30.199112
63.024	30.199112
63.04	30.199112
63.056	30.399107
63.072	30.492438
63.088	30.599102
63.104	30.599102
63.12	30.599102
63.136	30.692433
63.152	30.799097
63.168	30.892428
63.184	30.892428
63.2	30.999092
63.216	31.092423
63.232	31.292418
63.248	31.399082
63.264	31.492413
63.28	31.399082
63.296	31.399082
63.312	31.492413
63.328	31.599077
63.344	31.799072
63.36	31.999067
63.376	31.892403
63.392	31.892403
63.408	32.199062
63.424	32.399057
63.44	32.492388
63.456	32.599052
63.472	32.599052
63.488	32.692383
63.504	32.692383
63.52	32.892378
63.536	33.092373
63.552	33.199037
63.568	33.092373
63.584	33.199037
63.6	33.092373
63.616	32.892378
63.632	32.892378
63.648	32.892378
63.664	32.892378
63.68	32.892378
63.696	32.892378
63.712	32.999042
63.728	33.092373
63.744	33.199037
63.76	33.199037
63.776	33.092373
63.792	33.292368
63.808	33.399032
63.824	33.399032
63.84	33.399032
63.856	33.599027
63.872	33.692358
63.888	33.692358
63.904	33.799022
63.92	33.799022
63.936	33.692358
63.952	33.599027
63.968	33.599027
63.984	33.692358
64	33.799022
64.016	33.999017
64.032	34.092348
64.048	34.092348
64.064	33.999017
64.08	33.892353
64.096	33.999017
64.112	33.999017
64.128	33.892353
64.144	33.999017
64.16	34.199012
64.176	34.399007
64.192	34.399007
64.208	34.492338
64.224	34.492338
64.24	34.599002
64.256	34.692333
64.272	34.599002
64.288	34.599002
64.304	34.798997
64.32	34.892328
64.336	34.892328
64.352	34.892328
64.368	34.998992
64.384	35.092323
64.4	35.198987
64.416	35.092323
64.432	34.998992
64.448	35.198987
64.464	35.292318
64.48	35.198987
64.496	35.092323
64.512	35.198987
64.528	35.398982
64.544	35.598977
64.56	35.598977
64.576	35.492313
64.592	35.598977
64.608	35.692308
64.624	35.798972
64.64	35.798972
64.656	35.798972
64.672	35.998967
64.688	35.798972
64.704	32.999042
64.72	26.999192
64.736	21.892653
64.752	19.092723
64.768	14.692833
64.784	10.599602
64.8	7.493013
64.816	4.999742
64.832	3.999767
64.848	3.093123
64.864	2.293143
64.88	1.693158
64.896	1.599827
64.912	1.493163
64.928	1.399832
64.944	1.093173
64.96	0.893178
64.976	0.693183
64.992	0.693183
65.008	0.693183
65.024	0.799847
65.04	0.799847
65.056	0.799847
65.072	0.799847
65.088	0.893178
65.104	0.893178
65.12	0.893178
65.136	0.799847
65.152	0.799847
65.168	0.693183
65.184	0.599852
65.2	0.599852
65.216	0.693183
65.232	0.799847
65.248	0.799847
65.264	0.799847
65.28	0.693183
65.296	0.693183
65.312	0.693183
65.328	0.693183
65.344	0.693183
65.36	0.799847
65.376	0.799847
65.392	0.799847
65.408	0.799847
65.424	0.799847
65.44	0.693183
65.456	0.599852
65.472	0.599852
65.488	0.693183
65.504	0.693183
65.52	0.599852
65.536	0.693183
65.552	0.599852
65.568	0.599852
65.584	0.799847
65.6	0.893178
65.616	0.799847
65.632	0.693183
65.648	0.693183
65.664	0.799847
65.68	0.893178
65.696	0.893178
65.712	0.893178
65.728	0.799847
65.744	0.693183
65.76	0.599852
65.776	0.599852
65.792	0.693183
65.808	0.799847
65.824	0.893178
65.84	0.893178
65.856	0.799847
65.872	0.799847
65.888	0.999842
65.904	1.093173
65.92	1.093173
65.936	0.999842
65.952	0.893178
65.968	0.893178
65.984	0.799847
66	0.799847
66.016	0.893178
66.032	0.999842
66.048	0.999842
66.064	0.893178
66.08	0.893178
66.096	0.893178
66.112	0.799847
66.128	0.893178
66.144	0.799847
66.16	0.693183
66.176	0.599852
66.192	0.693183
66.208	0.999842
66.224	1.893153
66.24	3.199787
66.256	5.293068
66.272	7.999667
66.288	11.799572
66.304	15.399482
66.32	17.892753
66.336	19.292718
66.352	19.999367
66.368	20.492688
66.384	20.799347
66.4	21.092673
66.416	21.692658
66.432	22.292643
66.448	22.999292
66.464	23.492613
66.48	23.999267
66.496	24.599252
66.512	25.199237
66.528	25.692558
66.544	26.092548
66.56	26.492538
66.576	26.892528
66.592	27.292518
66.608	27.492513
66.624	27.799172
66.64	28.092498
66.656	28.292493
66.672	28.399157
66.688	28.692483
66.704	28.892478
66.72	28.892478
66.736	29.092473
66.752	29.292468
66.768	29.599127
66.784	29.692458
66.8	29.892453
66.816	29.892453
66.832	29.892453
66.848	29.999117
66.864	30.092448
66.88	30.292443
66.896	30.399107
66.912	30.399107
66.928	30.399107
66.944	30.399107
66.96	30.599102
66.976	30.799097
66.992	30.999092
67.008	30.999092
67.024	30.999092
67.04	31.199087
67.056	31.292418
67.072	31.399082
67.088	31.399082
67.104	31.399082
67.12	31.492413
67.136	31.492413
67.152	31.492413
67.168	31.399082
67.184	31.492413
67.2	31.492413
67.216	31.599077
67.232	31.892403
67.248	31.999067
67.264	31.892403
67.28	31.892403
67.296	31.999067
67.312	32.092398
67.328	32.292393
67.344	32.292393
67.36	32.292393
67.376	32.292393
67.392	32.399057
67.408	32.399057
67.424	32.399057
67.44	32.599052
67.456	32.799047
67.472	32.892378
67.488	33.092373
67.504	33.292368
67.52	33.399032
67.536	33.492363
67.552	33.599027
67.568	33.599027
67.584	33.599027
67.6	33.892353
67.616	34.092348
67.632	33.999017
67.648	33.999017
67.664	33.999017
67.68	34.092348
67.696	34.092348
67.712	33.999017
67.728	34.092348
67.744	34.092348
67.76	34.092348
67.776	34.092348
67.792	34.092348
67.808	34.092348
67.824	34.092348
67.84	34.092348
67.856	34.199012
67.872	34.199012
67.888	34.092348
67.904	34.092348
67.92	34.199012
67.936	34.199012
67.952	34.092348
67.968	34.199012
67.984	34.199012
68	34.199012
68.016	34.199012
68.032	34.399007
68.048	34.599002
68.064	34.599002
68.08	34.599002
68.096	34.599002
68.112	34.692333
68.128	34.798997
68.144	34.798997
68.16	34.892328
68.176	34.892328
68.192	34.892328
68.208	34.892328
68.224	34.892328
68.24	35.092323
68.256	35.198987
68.272	35.292318
68.288	35.292318
68.304	35.292318
68.32	35.398982
68.336	35.292318
68.352	35.492313
68.368	35.598977
68.384	35.692308
68.4	35.598977
68.416	35.492313
68.432	35.398982
68.448	35.398982
68.464	35.492313
68.48	35.598977
68.496	35.692308
68.512	35.598977
68.528	35.692308
68.544	35.892303
68.56	35.998967
68.576	35.998967
68.592	35.892303
68.608	35.998967
68.624	36.198962
68.64	36.292293
68.656	36.198962
68.672	36.398957
68.688	36.492288
68.704	35.092323
68.72	29.199137
68.736	23.092623
68.752	20.292693
68.768	16.199462
68.784	11.999567
68.8	8.999642
68.816	6.799697
68.832	5.199737
68.848	3.999767
68.864	2.999792
68.88	2.293143
68.896	1.893153
68.912	1.599827
68.928	1.399832
68.944	1.293168
68.96	1.199837
68.976	0.999842
68.992	0.893178
69.008	0.893178
69.024	0.893178
69.04	0.893178
69.056	0.799847
69.072	0.799847
69.088	0.693183
69.104	0.693183
69.12	0.799847
69.136	0.799847
69.152	0.799847
69.168	0.693183
69.184	0.693183
69.2	0.599852
69.216	0.599852
69.232	0.599852
69.248	0.693183
69.264	0.693183
69.28	0.599852
69.296	0.599852
69.312	0.599852
69.328	0.693183
69.344	0.799847
69.36	0.893178
69.376	0.799847
69.392	0.799847
69.408	0.893178
69.424	0.893178
69.44	0.799847
69.456	0.799847
69.472	0.799847
69.488	0.799847
69.504	0.799847
69.52	0.693183
69.536	0.799847
69.552	0.799847
69.568	0.693183
69.584	0.599852
69.6	0.599852
69.616	0.599852
69.632	0.599852
69.648	0.599852
69.664	0.693183
69.68	0.799847
69.696	0.893178
69.712	0.893178
69.728	0.799847
69.744	0.693183
69.76	0.693183
69.776	0.693183
69.792	0.799847
69.808	0.893178
69.824	0.893178
69.84	0.799847
69.856	0.799847
69.872	0.799847
69.888	0.799847
69.904	0.893178
69.92	0.893178
69.936	0.893178
69.952	0.893178
69.968	0.893178
69.984	0.893178
70	0.893178
70.016	0.799847
70.032	0.693183
70.048	0.599852
70.064	0.599852
70.08	0.599852
70.096	0.599852
70.112	0.693183
70.128	0.799847
70.144	0.799847
70.16	0.799847
70.176	0.893178
70.192	0.893178
70.208	0.999842
70.224	0.893178
70.24	0.999842
70.256	1.493163
70.272	2.399807
70.288	3.893103
70.304	6.399707
70.32	9.399632
70.336	12.799547
70.352	16.092798
70.368	19.092723
70.384	20.799347
70.4	21.599327
70.416	21.892653
70.432	21.892653
70.448	21.999317
70.464	22.399307
70.48	22.892628
70.496	23.399282
70.512	24.092598
70.528	24.799247
70.544	25.199237
70.56	25.599227
70.576	25.999217
70.592	26.399207
70.608	26.692533
70.624	27.092523
70.64	27.492513
70.656	27.692508
70.672	27.999167
70.688	28.399157
70.704	28.599152
70.72	28.892478
70.736	29.199137
70.752	29.399132
70.768	29.599127
70.784	29.799122
70.8	29.892453
70.816	29.999117
70.832	30.092448
70.848	30.199112
70.864	30.292443
70.88	30.292443
70.896	30.399107
70.912	30.599102
70.928	30.799097
70.944	30.799097
70.96	30.799097
70.976	30.892428
70.992	30.892428
71.008	30.999092
71.024	30.999092
71.04	31.199087
71.056	31.399082
71.072	31.399082
71.088	31.399082
71.104	31.599077
71.12	31.692408
71.136	31.799072
71.152	31.799072
71.168	31.892403
71.184	31.999067
71.2	31.999067
71.216	31.999067
71.232	32.092398
71.248	32.292393
71.264	32.492388
71.28	32.599052
71.296	32.599052
71.312	32.492388
71.328	32.399057
71.344	32.292393
71.36	32.292393
71.376	32.492388
71.392	32.599052
71.408	32.599052
71.424	32.599052
71.44	32.799047
71.456	32.892378
71.472	32.892378
71.488	32.999042
71.504	33.092373
71.52	33.092373
71.536	33.092373
71.552	33.199037
71.568	33.492363
71.584	33.692358
71.6	33.799022
71.616	33.799022
71.632	33.892353
71.648	33.999017
71.664	33.999017
71.68	34.092348
71.696	34.292343
71.712	34.492338
71.728	34.599002
71.744	34.692333
71.76	34.798997
71.776	34.692333
71.792	34.492338
71.808	34.292343
71.824	34.292343
71.84	34.399007
71.856	34.399007
71.872	34.399007
71.888	34.599002
71.904	34.492338
71.92	34.292343
71.936	34.199012
71.952	34.292343
71.968	34.399007
71.984	34.492338
72	34.492338
72.016	34.492338
72.032	34.492338
72.048	34.492338
72.064	34.599002
72.08	34.692333
72.096	34.692333
72.112	34.692333
72.128	34.692333
72.144	34.692333
72.16	34.599002
72.176	34.492338
72.192	34.692333
72.208	34.798997
72.224	34.798997
72.24	34.998992
72.256	35.198987
72.272	35.292318
72.288	35.198987
72.304	35.198987
72.32	34.998992
72.336	35.092323
72.352	35.092323
72.368	34.998992
72.384	34.998992
72.4	35.198987
72.416	35.292318
72.432	35.492313
72.448	35.692308
72.464	35.892303
72.48	35.998967
72.496	36.198962
72.512	36.292293
72.528	36.292293
72.544	36.292293
72.56	36.292293
72.576	36.292293
72.592	36.198962
72.608	36.198962
72.624	36.292293
72.64	36.398957
72.656	36.398957
72.672	36.398957
72.688	35.998967
72.704	34.692333
72.72	30.092448
72.736	23.199287
72.752	16.599452
72.768	11.999567
72.784	8.692983
72.8	6.199712
72.816	4.493088
72.832	3.599777
72.848	3.399782
72.864	3.199787
72.88	2.693133
72.896	2.093148
72.912	1.799822
72.928	1.493163
72.944	1.199837
72.96	0.999842
72.976	0.893178
72.992	0.799847
73.008	0.693183
73.024	0.693183
73.04	0.693183
73.056	0.693183
73.072	0.693183
73.088	0.693183
73.104	0.693183
73.12	0.693183
73.136	0.599852
73.152	0.599852
73.168	0.693183
73.184	0.799847
73.2	0.799847
73.216	0.693183
73.232	0.693183
73.248	0.693183
73.264	0.599852
73.28	0.599852
73.296	0.599852
73.312	0.693183
73.328	0.693183
73.344	0.693183
73.36	0.599852
73.376	0.599852
73.392	0.599852
73.408	0.599852
73.424	0.599852
73.44	0.599852
73.456	0.693183
73.472	0.693183
73.488	0.693183
73.504	0.693183
73.52	0.693183
73.536	0.693183
73.552	0.693183
73.568	0.693183
73.584	0.799847
73.6	0.799847
73.616	0.799847
73.632	0.799847
73.648	0.799847
73.664	0.693183
73.68	0.599852
73.696	0.599852
73.712	0.599852
73.728	0.693183
73.744	0.693183
73.76	0.799847
73.776	0.799847
73.792	0.799847
73.808	0.693183
73.824	0.693183
73.84	0.799847
73.856	0.799847
73.872	0.893178
73.888	0.999842
73.904	0.893178
73.92	0.893178
73.936	0.893178
73.952	0.799847
73.968	0.693183
73.984	0.693183
74	0.693183
74.016	0.799847
74.032	0.799847
74.048	0.693183
74.064	0.599852
74.08	0.599852
74.096	0.599852
74.112	0.799847
74.128	0.893178
74.144	0.893178
74.16	0.799847
74.176	0.799847
74.192	0.693183
74.208	0.693183
74.224	0.799847
74.24	0.893178
74.256	0.999842
74.272	1.093173
74.288	1.493163
74.304	2.093148
74.32	3.399782
74.336	5.999717
74.352	9.492963
74.368	13.399532
74.384	17.092773
74.4	19.892703
74.416	22.092648
74.432	23.399282
74.448	23.999267
74.464	24.092598
74.48	23.892603
74.496	23.892603
74.512	24.092598
74.528	24.399257
74.544	24.799247
74.56	25.199237
74.576	25.799222
74.592	26.292543
74.608	26.599202
74.624	26.999192
74.64	27.399182
74.656	27.799172
74.672	28.199162
74.688	28.492488
74.704	28.799147
74.72	29.199137
74.736	29.292468
74.752	29.292468
74.768	29.492463
74.784	29.692458
74.8	29.999117
74.816	30.092448
74.832	30.399107
74.848	30.492438
74.864	30.599102
74.88	30.692433
74.896	30.799097
74.912	30.999092
74.928	31.092423
74.944	31.092423
74.96	31.199087
74.976	31.292418
74.992	31.199087
75.008	31.292418
75.024	31.492413
75.04	31.599077
75.056	31.692408
75.072	31.892403
75.088	31.999067
75.104	31.999067
75.12	31.999067
75.136	32.092398
75.152	32.199062
75.168	32.199062
75.184	32.199062
75.2	32.292393
75.216	32.399057
75.232	32.492388
75.248	32.599052
75.264	32.492388
75.28	32.492388
75.296	32.399057
75.312	32.492388
75.328	32.799047
75.344	32.892378
75.36	32.999042
75.376	32.999042
75.392	32.999042
75.408	33.092373
75.424	33.092373
75.44	33.199037
75.456	33.292368
75.472	33.292368
75.488	33.292368
75.504	33.399032
75.52	33.492363
75.536	33.599027
75.552	33.492363
75.568	33.599027
75.584	33.599027
75.6	33.799022
75.616	33.892353
75.632	33.999017
75.648	34.092348
75.664	33.999017
75.68	34.092348
75.696	34.292343
75.712	34.399007
75.728	34.599002
75.744	34.692333
75.76	34.599002
75.776	34.599002
75.792	34.692333
75.808	34.798997
75.824	34.798997
75.84	34.798997
75.856	34.998992
75.872	35.198987
75.888	35.198987
75.904	35.092323
75.92	34.998992
75.936	34.998992
75.952	34.998992
75.968	34.998992
75.984	34.998992
76	34.998992
76.016	35.092323
76.032	34.998992
76.048	35.092323
76.064	34.998992
76.08	35.198987
76.096	35.292318
76.112	35.492313
76.128	35.492313
76.144	35.398982
76.16	35.398982
76.176	35.292318
76.192	35.292318
76.208	35.398982
76.224	35.398982
76.24	35.492313
76.256	35.598977
76.272	35.692308
76.288	35.692308
76.304	35.598977
76.32	35.398982
76.336	35.492313
76.352	35.692308
76.368	35.692308
76.384	35.798972
76.4	34.692333
76.416	30.399107
76.432	22.892628
76.448	16.399457
76.464	11.292918
76.48	7.799672
76.496	5.493063
76.512	4.493088
76.528	4.199762
76.544	3.799772
76.56	2.799797
76.576	2.093148
76.592	1.693158
76.608	1.399832
76.624	1.199837
76.64	0.999842
76.656	0.893178
76.672	0.799847
76.688	0.693183
76.704	0.693183
76.72	0.799847
76.736	0.799847
76.752	0.799847
76.768	0.799847
76.784	0.693183
76.8	0.693183
76.816	0.693183
76.832	0.693183
76.848	0.799847
76.864	0.799847
76.88	0.893178
76.896	0.799847
76.912	0.693183
76.928	0.693183
76.944	0.599852
76.96	0.599852
76.976	0.693183
76.992	0.693183
77.008	0.799847
77.024	0.893178
77.04	0.893178
77.056	0.893178
77.072	0.799847
77.088	0.693183
77.104	0.693183
77.12	0.693183
77.136	0.693183
77.152	0.799847
77.168	0.799847
77.184	0.893178
77.2	0.893178
77.216	0.799847
77.232	0.693183
77.248	0.599852
77.264	0.493188
77.28	0.493188
77.296	0.599852
77.312	0.599852
77.328	0.493188
77.344	0.493188
77.36	0.493188
77.376	0.399857
77.392	0.599852
77.408	0.599852
77.424	0.799847
77.44	0.893178
77.456	0.799847
77.472	0.799847
77.488	0.799847
77.504	0.799847
77.52	0.693183
77.536	0.693183
77.552	0.799847
77.568	0.799847
77.584	0.799847
77.6	0.893178
77.616	0.799847
77.632	0.799847
77.648	0.693183
77.664	0.799847
77.68	0.799847
77.696	0.893178
77.712	0.893178
77.728	0.999842
77.744	0.999842
77.76	0.999842
77.776	0.999842
77.792	0.893178
77.808	0.893178
77.824	0.999842
77.84	0.893178
77.856	0.799847
77.872	0.693183
77.888	0.693183
77.904	0.693183
77.92	0.693183
77.936	0.693183
77.952	0.893178
77.968	0.999842
77.984	1.093173
78	1.399832
78.016	1.999817
78.032	2.999792
78.048	4.493088
78.064	6.493038
78.08	9.292968
78.096	12.199562
78.112	15.092823
78.128	17.999417
78.144	20.092698
78.16	21.999317
78.176	23.599277
78.192	24.892578
78.208	25.799222
78.224	26.399207
78.24	26.892528
78.256	27.199187
78.272	27.399182
78.288	27.492513
78.304	27.692508
78.32	27.892503
78.336	28.092498
78.352	28.492488
78.368	28.892478
78.384	29.292468
78.4	29.599127
78.416	29.799122
78.432	29.999117
78.448	29.999117
78.464	29.999117
78.48	29.999117
78.496	30.092448
78.512	30.199112
78.528	30.399107
78.544	30.492438
78.56	30.599102
78.576	30.692433
78.592	30.999092
78.608	31.092423
78.624	31.199087
78.64	31.199087
78.656	31.199087
78.672	31.199087
78.688	31.292418
78.704	31.292418
78.72	31.492413
78.736	31.692408
78.752	31.692408
78.768	31.799072
78.784	31.999067
78.8	32.199062
78.816	32.292393
78.832	32.292393
78.848	32.399057
78.864	32.492388
78.88	32.599052
78.896	32.599052
78.912	32.692383
78.928	32.892378
78.944	33.092373
78.96	33.092373
78.976	32.999042
78.992	32.999042
79.008	33.199037
79.024	33.399032
79.04	33.492363
79.056	33.492363
79.072	33.399032
79.088	33.292368
79.104	33.292368
79.12	33.399032
79.136	33.599027
79.152	33.692358
79.168	33.692358
79.184	33.892353
79.2	33.999017
79.216	33.999017
79.232	34.092348
79.248	33.999017
79.264	34.199012
79.28	34.292343
79.296	34.292343
79.312	34.292343
79.328	34.292343
79.344	34.399007
79.36	34.492338
79.376	34.599002
79.392	34.599002
79.408	34.692333
79.424	34.798997
79.44	34.798997
79.456	34.998992
79.472	34.892328
79.488	34.798997
79.504	34.798997
79.52	34.892328
79.536	34.892328
79.552	34.798997
79.568	34.798997
79.584	34.998992
79.6	35.092323
79.616	35.092323
79.632	34.998992
79.648	35.092323
79.664	35.198987
79.68	35.292318
79.696	35.092323
79.712	35.198987
79.728	35.292318
79.744	35.398982
79.76	35.398982
79.776	35.492313
79.792	35.598977
79.808	35.798972
79.824	35.998967
79.84	35.998967
79.856	35.998967
79.872	35.998967
79.888	35.892303
79.904	35.998967
79.92	35.998967
79.936	36.092298
79.952	36.092298
79.968	36.198962
79.984	36.198962
80	36.198962
80.016	36.398957
80.032	36.492288
80.048	36.692283
80.064	36.692283
80.08	36.798947
80.096	36.798947
80.112	36.798947
80.128	36.598952
80.144	36.398957
80.16	36.398957
80.176	36.492288
80.192	36.692283
80.208	36.092298
80.224	33.892353
80.24	29.999117
80.256	24.692583
80.272	18.892728
80.288	13.292868
80.304	8.599652
80.32	6.199712
80.336	4.799747
80.352	3.599777
80.368	3.399782
80.384	3.293118
80.4	2.893128
80.416	2.293143
80.432	1.893153
80.448	1.693158
80.464	1.399832
80.48	1.093173
80.496	0.893178
80.512	0.893178
80.528	0.893178
80.544	0.799847
80.56	0.799847
80.576	0.799847
80.592	0.693183
80.608	0.599852
80.624	0.693183
80.64	0.693183
80.656	0.693183
80.672	0.693183
80.688	0.693183
80.704	0.693183
80.72	0.693183
80.736	0.693183
80.752	0.799847
80.768	0.693183
80.784	0.799847
80.8	0.799847
80.816	0.599852
80.832	0.493188
80.848	0.493188
80.864	0.599852
80.88	0.693183
80.896	0.693183
80.912	0.693183
80.928	0.799847
80.944	0.799847
80.96	0.893178
80.976	0.799847
80.992	0.799847
81.008	0.693183
81.024	0.693183
81.04	0.693183
81.056	0.799847
81.072	0.893178
81.088	0.893178
81.104	0.799847
81.12	0.693183
81.136	0.799847
81.152	0.799847
81.168	0.893178
81.184	0.999842
81.2	0.799847
81.216	0.799847
81.232	0.799847
81.248	0.799847
81.264	0.799847
81.28	0.799847
81.296	0.693183
81.312	0.693183
81.328	0.799847
81.344	0.893178
81.36	0.893178
81.376	0.893178
81.392	0.999842
81.408	0.999842
81.424	0.999842
81.44	0.999842
81.456	0.999842
81.472	0.999842
81.488	0.893178
81.504	0.893178
81.52	0.893178
81.536	0.893178
81.552	0.893178
81.568	0.893178
81.584	0.799847
81.6	0.799847
81.616	0.799847
81.632	0.799847
81.648	0.893178
81.664	0.893178
81.68	0.893178
81.696	0.893178
81.712	0.799847
81.728	0.799847
81.744	0.799847
81.76	0.893178
81.776	0.893178
81.792	0.893178
81.808	0.893178
81.824	0.999842
81.84	1.399832
81.856	2.093148
81.872	2.999792
81.888	4.293093
81.904	5.799722
81.92	7.999667
81.936	10.292943
81.952	12.799547
81.968	15.292818
81.984	17.892753
82	20.599352
82.016	22.999292
82.032	24.492588
82.048	25.399232
82.064	25.999217
82.08	26.599202
82.096	27.092523
82.112	27.492513
82.128	27.799172
82.144	28.092498
82.16	28.399157
82.176	28.599152
82.192	28.892478
82.208	29.199137
82.224	29.399132
82.24	29.599127
82.256	29.799122
82.272	29.892453
82.288	30.092448
82.304	30.292443
82.32	30.399107
82.336	30.599102
82.352	30.599102
82.368	30.692433
82.384	30.892428
82.4	30.892428
82.416	30.892428
82.432	31.199087
82.448	31.399082
82.464	31.399082
82.48	31.199087
82.496	31.199087
82.512	31.292418
82.528	31.492413
