Timestamp	AWP (125 Hz)
34.6	0.000000
34.608	0.000000
34.616	0.010000
34.624	0.010000
34.632	0.010000
34.64	0.010000
34.648	0.010000
34.656	0.000000
34.664	0.000000
34.672	0.000000
34.68	-0.010000
34.688	-0.020000
34.696	-0.020000
34.704	-0.020000
34.712	-0.010000
34.72	-0.010000
34.728	-0.010000
34.736	-0.010000
34.744	-0.020000
34.752	-0.030000
34.76	-0.030000
34.768	-0.020000
34.776	-0.030000
34.784	-0.030000
34.792	-0.040000
34.8	-0.050000
34.808	-0.050000
34.816	-0.040000
34.824	-0.040000
34.832	-0.050000
34.84	-0.050000
34.848	-0.050000
34.856	-0.050000
34.864	-0.060000
34.872	-0.070000
34.88	-0.070000
34.888	-0.080000
34.896	-0.080000
34.904	-0.080000
34.912	-0.090000
34.92	-0.090000
34.928	-0.090000
34.936	-0.090000
34.944	-0.100000
34.952	-0.110000
34.96	-0.110000
34.968	-0.120000
34.976	-0.130000
34.984	-0.130000
34.992	-0.130000
35	-0.120000
35.008	-0.120000
35.016	-0.110000
35.024	-0.120000
35.032	-0.110000
35.04	-0.100000
35.048	-0.090000
35.056	-0.090000
35.064	-0.080000
35.072	-0.090000
35.08	-0.100000
35.088	-0.110000
35.096	-0.120000
35.104	-0.120000
35.112	-0.110000
35.12	-0.100000
35.128	-0.100000
35.136	-0.100000
35.144	-0.100000
35.152	-0.100000
35.16	-0.100000
35.168	-0.100000
35.176	-0.100000
35.184	-0.100000
35.192	-0.100000
35.2	-0.100000
35.208	-0.110000
35.216	-0.110000
35.224	-0.110000
35.232	-0.110000
35.24	-0.100000
35.248	-0.100000
35.256	-0.090000
35.264	-0.090000
35.272	-0.090000
35.28	-0.100000
35.288	-0.110000
35.296	-0.110000
35.304	-0.110000
35.312	-0.120000
35.32	-0.120000
35.328	-0.130000
35.336	-0.130000
35.344	-0.130000
35.352	-0.140000
35.36	-0.130000
35.368	-0.140000
35.376	-0.140000
35.384	-0.140000
35.392	-0.140000
35.4	-0.140000
35.408	-0.140000
35.416	-0.150000
35.424	-0.150000
35.432	-0.140000
35.44	-0.130000
35.448	-0.130000
35.456	-0.140000
35.464	-0.150000
35.472	-0.160000
35.48	-0.160000
35.488	-0.160000
35.496	-0.150000
35.504	-0.140000
35.512	-0.120000
35.52	-0.120000
35.528	-0.120000
35.536	-0.130000
35.544	-0.140000
35.552	-0.130000
35.56	-0.130000
35.568	-0.130000
35.576	-0.130000
35.584	-0.130000
35.592	-0.130000
35.6	-0.130000
35.608	-0.130000
35.616	-0.130000
35.624	-0.130000
35.632	-0.120000
35.64	-0.110000
35.648	-0.110000
35.656	-0.120000
35.664	-0.120000
35.672	-0.120000
35.68	-0.130000
35.688	-0.150000
35.696	-0.150000
35.704	-0.160000
35.712	-0.170000
35.72	-0.160000
35.728	-0.170000
35.736	-0.190000
35.744	-0.190000
35.752	-0.180000
35.76	-0.190000
35.768	-0.200000
35.776	-0.210000
35.784	-0.200000
35.792	-0.180000
35.8	-0.170000
35.808	-0.170000
35.816	-0.180000
35.824	-0.190000
35.832	-0.200000
35.84	-0.200000
35.848	-0.200000
35.856	-0.210000
35.864	-0.210000
35.872	-0.210000
35.88	-0.210000
35.888	-0.200000
35.896	-0.190000
35.904	-0.190000
35.912	-0.180000
35.92	-0.170000
35.928	-0.170000
35.936	-0.170000
35.944	-0.160000
35.952	-0.150000
35.96	-0.150000
35.968	-0.140000
35.976	-0.140000
35.984	-0.130000
35.992	-0.120000
36	-0.110000
36.008	-0.120000
36.016	-0.130000
36.024	-0.130000
36.032	-0.140000
36.04	-0.150000
36.048	-0.140000
36.056	-0.130000
36.064	-0.130000
36.072	-0.140000
36.08	-0.130000
36.088	-0.120000
36.096	-0.110000
36.104	-0.100000
36.112	-0.090000
36.12	-0.090000
36.128	-0.090000
36.136	-0.090000
36.144	-0.090000
36.152	-0.090000
36.16	-0.080000
36.168	-0.080000
36.176	-0.070000
36.184	-0.040000
36.192	-0.030000
36.2	-0.020000
36.208	-0.020000
36.216	0.000000
36.224	0.000000
36.232	0.000000
36.24	0.020000
36.248	0.040000
36.256	0.060000
36.264	0.080000
36.272	0.100000
36.28	0.100000
36.288	0.110000
36.296	0.110000
36.304	0.120000
36.312	0.120000
36.32	0.130000
36.328	0.150000
36.336	0.180000
36.344	0.190000
36.352	0.190000
36.36	0.210000
36.368	0.220000
36.376	0.230000
36.384	0.250000
36.392	0.270000
36.4	0.280000
36.408	0.250000
36.416	0.230000
36.424	0.230000
36.432	0.270000
36.44	0.310000
36.448	0.350000
36.456	0.350000
36.464	0.320000
36.472	0.280000
36.48	0.240000
36.488	0.230000
36.496	0.260000
36.504	0.330000
36.512	0.380000
36.52	0.380000
36.528	0.360000
36.536	0.350000
36.544	0.350000
36.552	0.340000
36.56	0.290000
36.568	0.240000
36.576	0.210000
36.584	0.230000
36.592	0.270000
36.6	0.310000
36.608	0.330000
36.616	0.330000
36.624	0.310000
36.632	0.300000
36.64	0.290000
36.648	0.280000
36.656	0.280000
36.664	0.290000
36.672	0.310000
36.68	0.320000
36.688	0.310000
36.696	0.290000
36.704	0.280000
36.712	0.280000
36.72	0.280000
36.728	0.290000
36.736	0.290000
36.744	0.290000
36.752	0.290000
36.76	0.260000
36.768	0.240000
36.776	0.200000
36.784	0.170000
36.792	0.160000
36.8	0.180000
36.808	0.200000
36.816	0.210000
36.824	0.210000
36.832	0.210000
36.84	0.200000
36.848	0.200000
36.856	0.210000
36.864	0.220000
36.872	0.220000
36.88	0.200000
36.888	0.190000
36.896	0.180000
36.904	0.190000
36.912	0.210000
36.92	0.220000
36.928	0.220000
36.936	0.210000
36.944	0.210000
36.952	0.220000
36.96	0.210000
36.968	0.210000
36.976	0.200000
36.984	0.200000
36.992	0.190000
37	0.190000
37.008	0.180000
37.016	0.170000
37.024	0.180000
37.032	0.160000
37.04	0.160000
37.048	0.150000
37.056	0.140000
37.064	0.130000
37.072	0.140000
37.08	0.140000
37.088	0.150000
37.096	0.150000
37.104	0.140000
37.112	0.120000
37.12	0.100000
37.128	0.090000
37.136	0.100000
37.144	0.100000
37.152	0.100000
37.16	0.110000
37.168	0.110000
37.176	0.110000
37.184	0.110000
37.192	0.110000
37.2	0.110000
37.208	0.110000
37.216	0.120000
37.224	0.110000
37.232	0.110000
37.24	0.110000
37.248	0.110000
37.256	0.110000
37.264	0.110000
37.272	0.100000
37.28	0.090000
37.288	0.080000
37.296	0.080000
37.304	0.080000
37.312	0.080000
37.32	0.090000
37.328	0.090000
37.336	0.080000
37.344	0.080000
37.352	0.070000
37.36	0.070000
37.368	0.070000
37.376	0.070000
37.384	0.060000
37.392	0.050000
37.4	0.050000
37.408	0.040000
37.416	0.040000
37.424	0.030000
37.432	0.040000
37.44	0.040000
37.448	0.040000
37.456	0.040000
37.464	0.050000
37.472	0.050000
37.48	0.050000
37.488	0.050000
37.496	0.060000
37.504	0.060000
37.512	0.060000
37.52	0.050000
37.528	0.040000
37.536	0.030000
37.544	0.020000
37.552	0.020000
37.56	0.020000
37.568	0.030000
37.576	0.030000
37.584	0.040000
37.592	0.030000
37.6	0.010000
37.608	0.000000
37.616	0.000000
37.624	0.000000
37.632	0.010000
37.64	0.020000
37.648	0.020000
37.656	0.020000
37.664	0.020000
37.672	0.020000
37.68	0.020000
37.688	0.020000
37.696	0.010000
37.704	0.020000
37.712	0.020000
37.72	0.020000
37.728	0.020000
37.736	0.020000
37.744	0.020000
37.752	0.030000
37.76	0.030000
37.768	0.020000
37.776	0.020000
37.784	0.020000
37.792	0.020000
37.8	0.020000
37.808	0.020000
37.816	0.020000
37.824	0.010000
37.832	0.010000
37.84	0.010000
37.848	0.010000
37.856	0.000000
37.864	0.000000
37.872	0.000000
37.88	0.010000
37.888	0.010000
37.896	0.010000
37.904	0.010000
37.912	0.000000
37.92	0.000000
37.928	0.000000
37.936	0.010000
37.944	0.010000
37.952	0.000000
37.96	0.000000
37.968	0.000000
37.976	0.010000
37.984	0.010000
37.992	0.000000
38	0.000000
38.008	0.000000
38.016	0.000000
38.024	0.010000
38.032	0.020000
38.04	0.020000
38.048	0.020000
38.056	0.020000
38.064	0.010000
38.072	0.010000
38.08	0.010000
38.088	0.010000
38.096	0.010000
38.104	0.010000
38.112	0.020000
38.12	0.020000
38.128	0.010000
38.136	0.000000
38.144	0.000000
38.152	0.000000
38.16	0.010000
38.168	0.010000
38.176	0.000000
38.184	0.000000
38.192	0.000000
38.2	0.000000
38.208	0.000000
38.216	0.000000
38.224	0.000000
38.232	0.000000
38.24	-0.010000
38.248	-0.010000
38.256	0.000000
38.264	0.010000
38.272	0.020000
38.28	0.020000
38.288	0.010000
38.296	0.000000
38.304	0.000000
38.312	0.000000
38.32	0.000000
38.328	0.000000
38.336	0.000000
38.344	0.000000
38.352	0.000000
38.36	0.000000
38.368	0.000000
38.376	0.000000
38.384	0.000000
38.392	0.000000
38.4	0.000000
38.408	-0.010000
38.416	-0.010000
38.424	0.000000
38.432	0.000000
38.44	0.000000
38.448	0.000000
38.456	0.000000
38.464	0.000000
38.472	0.000000
38.48	0.000000
38.488	0.000000
38.496	-0.010000
38.504	-0.010000
38.512	-0.030000
38.52	-0.040000
38.528	-0.040000
38.536	-0.040000
38.544	-0.040000
38.552	-0.040000
38.56	-0.040000
38.568	-0.040000
38.576	-0.040000
38.584	-0.040000
38.592	-0.040000
38.6	-0.050000
38.608	-0.050000
38.616	-0.050000
38.624	-0.050000
38.632	-0.060000
38.64	-0.070000
38.648	-0.050000
38.656	-0.030000
38.664	-0.030000
38.672	-0.040000
38.68	-0.050000
38.688	-0.060000
38.696	-0.070000
38.704	-0.080000
38.712	-0.080000
38.72	-0.080000
38.728	-0.080000
38.736	-0.080000
38.744	-0.080000
38.752	-0.080000
38.76	-0.090000
38.768	-0.100000
38.776	-0.100000
38.784	-0.090000
38.792	-0.090000
38.8	-0.080000
38.808	-0.080000
38.816	-0.090000
38.824	-0.100000
38.832	-0.090000
38.84	-0.090000
38.848	-0.090000
38.856	-0.090000
38.864	-0.090000
38.872	-0.090000
38.88	-0.090000
38.888	-0.100000
38.896	-0.110000
38.904	-0.110000
38.912	-0.110000
38.92	-0.110000
38.928	-0.120000
38.936	-0.130000
38.944	-0.130000
38.952	-0.130000
38.96	-0.140000
38.968	-0.130000
38.976	-0.140000
38.984	-0.140000
38.992	-0.140000
39	-0.150000
39.008	-0.160000
39.016	-0.160000
39.024	-0.160000
39.032	-0.160000
39.04	-0.150000
39.048	-0.140000
39.056	-0.130000
39.064	-0.130000
39.072	-0.130000
39.08	-0.130000
39.088	-0.140000
39.096	-0.140000
39.104	-0.150000
39.112	-0.150000
39.12	-0.140000
39.128	-0.130000
39.136	-0.110000
39.144	-0.110000
39.152	-0.120000
39.16	-0.120000
39.168	-0.130000
39.176	-0.130000
39.184	-0.130000
39.192	-0.130000
39.2	-0.130000
39.208	-0.130000
39.216	-0.120000
39.224	-0.120000
39.232	-0.120000
39.24	-0.120000
39.248	-0.110000
39.256	-0.110000
39.264	-0.100000
39.272	-0.100000
39.28	-0.090000
39.288	-0.090000
39.296	-0.110000
39.304	-0.120000
39.312	-0.130000
39.32	-0.120000
39.328	-0.100000
39.336	-0.090000
39.344	-0.100000
39.352	-0.100000
39.36	-0.110000
39.368	-0.120000
39.376	-0.120000
39.384	-0.130000
39.392	-0.140000
39.4	-0.150000
39.408	-0.160000
39.416	-0.160000
39.424	-0.160000
39.432	-0.150000
39.44	-0.160000
39.448	-0.150000
39.456	-0.150000
39.464	-0.150000
39.472	-0.150000
39.48	-0.170000
39.488	-0.180000
39.496	-0.180000
39.504	-0.170000
39.512	-0.160000
39.52	-0.150000
39.528	-0.140000
39.536	-0.140000
39.544	-0.140000
39.552	-0.140000
39.56	-0.140000
39.568	-0.140000
39.576	-0.140000
39.584	-0.140000
39.592	-0.150000
39.6	-0.170000
39.608	-0.170000
39.616	-0.160000
39.624	-0.160000
39.632	-0.160000
39.64	-0.160000
39.648	-0.150000
39.656	-0.150000
39.664	-0.140000
39.672	-0.140000
39.68	-0.130000
39.688	-0.130000
39.696	-0.140000
39.704	-0.130000
39.712	-0.120000
39.72	-0.130000
39.728	-0.140000
39.736	-0.140000
39.744	-0.140000
39.752	-0.140000
39.76	-0.150000
39.768	-0.170000
39.776	-0.190000
39.784	-0.190000
39.792	-0.180000
39.8	-0.180000
39.808	-0.170000
39.816	-0.180000
39.824	-0.190000
39.832	-0.190000
39.84	-0.180000
39.848	-0.180000
39.856	-0.180000
39.864	-0.180000
39.872	-0.180000
39.88	-0.180000
39.888	-0.190000
39.896	-0.190000
39.904	-0.190000
39.912	-0.180000
39.92	-0.180000
39.928	-0.180000
39.936	-0.180000
39.944	-0.190000
39.952	-0.180000
39.96	-0.170000
39.968	-0.160000
39.976	-0.160000
39.984	-0.160000
39.992	-0.160000
40	-0.160000
40.008	-0.150000
40.016	-0.130000
40.024	-0.110000
40.032	-0.090000
40.04	-0.080000
40.048	-0.080000
40.056	-0.070000
40.064	-0.060000
40.072	-0.050000
40.08	-0.020000
40.088	0.000000
40.096	0.000000
40.104	0.020000
40.112	0.030000
40.12	0.030000
40.128	0.050000
40.136	0.080000
40.144	0.100000
40.152	0.120000
40.16	0.130000
40.168	0.130000
40.176	0.150000
40.184	0.150000
40.192	0.160000
40.2	0.170000
40.208	0.170000
40.216	0.170000
40.224	0.170000
40.232	0.160000
40.24	0.160000
40.248	0.190000
40.256	0.230000
40.264	0.270000
40.272	0.270000
40.28	0.240000
40.288	0.210000
40.296	0.200000
40.304	0.240000
40.312	0.290000
40.32	0.310000
40.328	0.310000
40.336	0.310000
40.344	0.300000
40.352	0.290000
40.36	0.270000
40.368	0.250000
40.376	0.270000
40.384	0.310000
40.392	0.330000
40.4	0.340000
40.408	0.320000
40.416	0.310000
40.424	0.310000
40.432	0.300000
40.44	0.270000
40.448	0.230000
40.456	0.220000
40.464	0.240000
40.472	0.280000
40.48	0.310000
40.488	0.310000
40.496	0.310000
40.504	0.320000
40.512	0.340000
40.52	0.340000
40.528	0.320000
40.536	0.280000
40.544	0.240000
40.552	0.220000
40.56	0.260000
40.568	0.300000
40.576	0.320000
40.584	0.290000
40.592	0.270000
40.6	0.250000
40.608	0.260000
40.616	0.280000
40.624	0.280000
40.632	0.280000
40.64	0.250000
40.648	0.210000
40.656	0.180000
40.664	0.190000
40.672	0.220000
40.68	0.250000
40.688	0.260000
40.696	0.260000
40.704	0.250000
40.712	0.240000
40.72	0.240000
40.728	0.240000
40.736	0.250000
40.744	0.240000
40.752	0.230000
40.76	0.220000
40.768	0.210000
40.776	0.200000
40.784	0.210000
40.792	0.220000
40.8	0.220000
40.808	0.220000
40.816	0.220000
40.824	0.220000
40.832	0.230000
40.84	0.230000
40.848	0.230000
40.856	0.210000
40.864	0.200000
40.872	0.180000
40.88	0.170000
40.888	0.180000
40.896	0.190000
40.904	0.190000
40.912	0.190000
40.92	0.180000
40.928	0.180000
40.936	0.170000
40.944	0.160000
40.952	0.160000
40.96	0.160000
40.968	0.170000
40.976	0.170000
40.984	0.160000
40.992	0.150000
41	0.150000
41.008	0.150000
41.016	0.150000
41.024	0.140000
41.032	0.130000
41.04	0.130000
41.048	0.130000
41.056	0.130000
41.064	0.130000
41.072	0.120000
41.08	0.120000
41.088	0.120000
41.096	0.120000
41.104	0.120000
41.112	0.120000
41.12	0.110000
41.128	0.110000
41.136	0.120000
41.144	0.130000
41.152	0.140000
41.16	0.130000
41.168	0.120000
41.176	0.110000
41.184	0.100000
41.192	0.090000
41.2	0.080000
41.208	0.070000
41.216	0.070000
41.224	0.060000
41.232	0.060000
41.24	0.060000
41.248	0.070000
41.256	0.070000
41.264	0.070000
41.272	0.070000
41.28	0.070000
41.288	0.070000
41.296	0.070000
41.304	0.080000
41.312	0.090000
41.32	0.090000
41.328	0.090000
41.336	0.070000
41.344	0.050000
41.352	0.050000
41.36	0.050000
41.368	0.060000
41.376	0.070000
41.384	0.070000
41.392	0.060000
41.4	0.050000
41.408	0.050000
41.416	0.050000
41.424	0.060000
41.432	0.060000
41.44	0.060000
41.448	0.050000
41.456	0.050000
41.464	0.040000
41.472	0.030000
41.48	0.030000
41.488	0.030000
41.496	0.030000
41.504	0.040000
41.512	0.030000
41.52	0.030000
41.528	0.030000
41.536	0.040000
41.544	0.050000
41.552	0.050000
41.56	0.050000
41.568	0.030000
41.576	0.020000
41.584	0.010000
41.592	0.020000
41.6	0.030000
41.608	0.030000
41.616	0.020000
41.624	0.020000
41.632	0.010000
41.64	0.010000
41.648	0.020000
41.656	0.030000
41.664	0.030000
41.672	0.040000
41.68	0.030000
41.688	0.020000
41.696	0.020000
41.704	0.020000
41.712	0.020000
41.72	0.020000
41.728	0.010000
41.736	0.010000
41.744	0.000000
41.752	0.000000
41.76	0.000000
41.768	0.000000
41.776	0.000000
41.784	0.000000
41.792	0.000000
41.8	0.000000
41.808	0.020000
41.816	0.020000
41.824	0.020000
41.832	0.010000
41.84	0.010000
41.848	0.010000
41.856	0.010000
41.864	0.010000
41.872	0.010000
41.88	0.010000
41.888	0.000000
41.896	0.000000
41.904	0.000000
41.912	0.000000
41.92	0.000000
41.928	0.000000
41.936	0.000000
41.944	0.000000
41.952	0.020000
41.96	0.030000
41.968	0.020000
41.976	0.010000
41.984	0.010000
41.992	0.000000
42	0.000000
42.008	0.000000
42.016	0.000000
42.024	0.000000
42.032	0.000000
42.04	0.000000
42.048	0.000000
42.056	0.010000
42.064	0.010000
42.072	0.010000
42.08	0.010000
42.088	0.000000
42.096	0.010000
42.104	0.010000
42.112	0.020000
42.12	0.020000
42.128	0.020000
42.136	0.020000
42.144	0.020000
42.152	0.020000
42.16	0.020000
42.168	0.010000
42.176	0.000000
42.184	0.000000
42.192	0.000000
42.2	0.000000
42.208	0.000000
42.216	0.000000
42.224	0.000000
42.232	-0.010000
42.24	-0.020000
42.248	-0.030000
42.256	-0.040000
42.264	-0.050000
42.272	-0.060000
42.28	-0.070000
42.288	-0.080000
42.296	-0.080000
42.304	-0.080000
42.312	-0.080000
42.32	-0.080000
42.328	-0.080000
42.336	-0.080000
42.344	-0.070000
42.352	-0.070000
42.36	-0.080000
42.368	-0.080000
42.376	-0.080000
42.384	-0.080000
42.392	-0.070000
42.4	-0.070000
42.408	-0.090000
42.416	-0.100000
42.424	-0.110000
42.432	-0.100000
42.44	-0.090000
42.448	-0.080000
42.456	-0.080000
42.464	-0.100000
42.472	-0.110000
42.48	-0.110000
42.488	-0.120000
42.496	-0.120000
42.504	-0.120000
42.512	-0.130000
42.52	-0.120000
42.528	-0.110000
42.536	-0.100000
42.544	-0.090000
42.552	-0.090000
42.56	-0.100000
42.568	-0.100000
42.576	-0.100000
42.584	-0.110000
42.592	-0.120000
42.6	-0.120000
42.608	-0.120000
42.616	-0.110000
42.624	-0.110000
42.632	-0.110000
42.64	-0.120000
42.648	-0.130000
42.656	-0.130000
42.664	-0.120000
42.672	-0.120000
42.68	-0.120000
42.688	-0.120000
42.696	-0.130000
42.704	-0.140000
42.712	-0.130000
42.72	-0.140000
42.728	-0.140000
42.736	-0.140000
42.744	-0.140000
42.752	-0.150000
42.76	-0.140000
42.768	-0.140000
42.776	-0.130000
42.784	-0.120000
42.792	-0.120000
42.8	-0.120000
42.808	-0.130000
42.816	-0.130000
42.824	-0.130000
42.832	-0.140000
42.84	-0.160000
42.848	-0.170000
42.856	-0.180000
42.864	-0.170000
42.872	-0.160000
42.88	-0.150000
42.888	-0.150000
42.896	-0.140000
42.904	-0.130000
42.912	-0.130000
42.92	-0.130000
42.928	-0.130000
42.936	-0.120000
42.944	-0.120000
42.952	-0.120000
42.96	-0.120000
42.968	-0.120000
42.976	-0.110000
42.984	-0.110000
42.992	-0.110000
43	-0.120000
43.008	-0.130000
43.016	-0.140000
43.024	-0.140000
43.032	-0.140000
43.04	-0.150000
43.048	-0.150000
43.056	-0.160000
43.064	-0.160000
43.072	-0.170000
43.08	-0.170000
43.088	-0.180000
43.096	-0.180000
43.104	-0.190000
43.112	-0.180000
43.12	-0.180000
43.128	-0.180000
43.136	-0.170000
43.144	-0.170000
43.152	-0.170000
43.16	-0.170000
43.168	-0.170000
43.176	-0.170000
43.184	-0.180000
43.192	-0.180000
43.2	-0.190000
43.208	-0.190000
43.216	-0.190000
43.224	-0.190000
43.232	-0.180000
43.24	-0.180000
43.248	-0.170000
43.256	-0.180000
43.264	-0.180000
43.272	-0.180000
43.28	-0.170000
43.288	-0.160000
43.296	-0.160000
43.304	-0.160000
43.312	-0.160000
43.32	-0.160000
43.328	-0.170000
43.336	-0.170000
43.344	-0.170000
43.352	-0.150000
43.36	-0.130000
43.368	-0.130000
43.376	-0.140000
43.384	-0.140000
43.392	-0.140000
43.4	-0.130000
43.408	-0.130000
43.416	-0.140000
43.424	-0.150000
43.432	-0.150000
43.44	-0.150000
43.448	-0.150000
43.456	-0.150000
43.464	-0.150000
43.472	-0.160000
43.48	-0.180000
43.488	-0.190000
43.496	-0.200000
43.504	-0.210000
43.512	-0.210000
43.52	-0.190000
43.528	-0.180000
43.536	-0.170000
43.544	-0.180000
43.552	-0.180000
43.56	-0.190000
43.568	-0.200000
43.576	-0.190000
43.584	-0.180000
43.592	-0.160000
43.6	-0.160000
43.608	-0.150000
43.616	-0.160000
43.624	-0.170000
43.632	-0.160000
43.64	-0.160000
43.648	-0.150000
43.656	-0.140000
43.664	-0.130000
43.672	-0.140000
43.68	-0.130000
43.688	-0.120000
43.696	-0.120000
43.704	-0.100000
43.712	-0.090000
43.72	-0.080000
43.728	-0.070000
43.736	-0.070000
43.744	-0.050000
43.752	-0.030000
43.76	-0.010000
43.768	0.000000
43.776	0.010000
43.784	0.020000
43.792	0.030000
43.8	0.040000
43.808	0.050000
43.816	0.060000
43.824	0.070000
43.832	0.080000
43.84	0.080000
43.848	0.100000
43.856	0.100000
43.864	0.100000
43.872	0.110000
43.88	0.110000
43.888	0.110000
43.896	0.090000
43.904	0.080000
43.912	0.070000
43.92	0.100000
43.928	0.110000
43.936	0.130000
43.944	0.140000
43.952	0.170000
43.96	0.180000
43.968	0.190000
43.976	0.190000
43.984	0.210000
43.992	0.220000
44	0.240000
44.008	0.240000
44.016	0.230000
44.024	0.230000
44.032	0.240000
44.04	0.260000
44.048	0.290000
44.056	0.310000
44.064	0.300000
44.072	0.300000
44.08	0.310000
44.088	0.330000
44.096	0.360000
44.104	0.340000
44.112	0.290000
44.12	0.270000
44.128	0.290000
44.136	0.320000
44.144	0.330000
44.152	0.320000
44.16	0.310000
44.168	0.330000
44.176	0.350000
44.184	0.340000
44.192	0.320000
44.2	0.320000
44.208	0.340000
44.216	0.360000
44.224	0.350000
44.232	0.340000
44.24	0.330000
44.248	0.310000
44.256	0.320000
44.264	0.310000
44.272	0.260000
44.28	0.250000
44.288	0.270000
44.296	0.310000
44.304	0.350000
44.312	0.340000
44.32	0.290000
44.328	0.290000
44.336	0.310000
44.344	0.330000
44.352	0.330000
44.36	0.320000
44.368	0.310000
44.376	0.310000
44.384	0.300000
44.392	0.300000
44.4	0.300000
44.408	0.280000
44.416	0.270000
44.424	0.260000
44.432	0.250000
44.44	0.230000
44.448	0.220000
44.456	0.200000
44.464	0.210000
44.472	0.220000
44.48	0.220000
44.488	0.220000
44.496	0.210000
44.504	0.200000
44.512	0.200000
44.52	0.200000
44.528	0.220000
44.536	0.230000
44.544	0.240000
44.552	0.220000
44.56	0.210000
44.568	0.190000
44.576	0.190000
44.584	0.200000
44.592	0.210000
44.6	0.210000
44.608	0.210000
44.616	0.210000
44.624	0.200000
44.632	0.200000
44.64	0.200000
44.648	0.200000
44.656	0.190000
44.664	0.180000
44.672	0.170000
44.68	0.170000
44.688	0.170000
44.696	0.170000
44.704	0.150000
44.712	0.140000
44.72	0.140000
44.728	0.130000
44.736	0.120000
44.744	0.120000
44.752	0.130000
44.76	0.130000
44.768	0.130000
44.776	0.120000
44.784	0.110000
44.792	0.110000
44.8	0.100000
44.808	0.100000
44.816	0.100000
44.824	0.100000
44.832	0.100000
44.84	0.090000
44.848	0.100000
44.856	0.100000
44.864	0.100000
44.872	0.090000
44.88	0.090000
44.888	0.080000
44.896	0.080000
44.904	0.080000
44.912	0.080000
44.92	0.090000
44.928	0.090000
44.936	0.090000
44.944	0.070000
44.952	0.050000
44.96	0.040000
44.968	0.040000
44.976	0.050000
44.984	0.060000
44.992	0.050000
45	0.050000
45.008	0.050000
45.016	0.050000
45.024	0.060000
45.032	0.060000
45.04	0.070000
45.048	0.080000
45.056	0.080000
45.064	0.070000
45.072	0.070000
45.08	0.070000
45.088	0.060000
45.096	0.060000
45.104	0.060000
45.112	0.060000
45.12	0.070000
45.128	0.080000
45.136	0.080000
45.144	0.080000
45.152	0.080000
45.16	0.070000
45.168	0.070000
45.176	0.060000
45.184	0.060000
45.192	0.060000
45.2	0.060000
45.208	0.070000
45.216	0.070000
45.224	0.070000
45.232	0.070000
45.24	0.070000
45.248	0.070000
45.256	0.060000
45.264	0.060000
45.272	0.060000
45.28	0.060000
45.288	0.060000
45.296	0.060000
45.304	0.040000
45.312	0.030000
45.32	0.030000
45.328	0.040000
45.336	0.050000
45.344	0.060000
45.352	0.050000
45.36	0.040000
45.368	0.050000
45.376	0.040000
45.384	0.040000
45.392	0.030000
45.4	0.030000
45.408	0.030000
45.416	0.030000
45.424	0.040000
45.432	0.030000
45.44	0.030000
45.448	0.020000
45.456	0.020000
45.464	0.030000
45.472	0.030000
45.48	0.040000
45.488	0.040000
45.496	0.030000
45.504	0.020000
45.512	0.010000
45.52	0.000000
45.528	0.000000
45.536	0.000000
45.544	0.000000
45.552	0.000000
45.56	0.000000
45.568	-0.020000
45.576	-0.020000
45.584	-0.010000
45.592	0.000000
45.6	0.000000
45.608	0.000000
45.616	0.000000
45.624	0.000000
45.632	0.000000
45.64	0.000000
45.648	0.010000
45.656	0.010000
45.664	0.010000
45.672	0.010000
45.68	0.020000
45.688	0.030000
45.696	0.030000
45.704	0.030000
45.712	0.020000
45.72	0.020000
45.728	0.010000
45.736	0.000000
45.744	0.000000
45.752	-0.010000
45.76	-0.010000
45.768	-0.010000
45.776	-0.010000
45.784	-0.010000
45.792	-0.010000
45.8	0.000000
45.808	0.000000
45.816	-0.010000
45.824	-0.020000
45.832	-0.030000
45.84	-0.040000
45.848	-0.040000
45.856	-0.050000
45.864	-0.050000
45.872	-0.040000
45.88	-0.030000
45.888	-0.030000
45.896	-0.030000
45.904	-0.040000
45.912	-0.050000
45.92	-0.060000
45.928	-0.060000
45.936	-0.070000
45.944	-0.080000
45.952	-0.080000
45.96	-0.090000
45.968	-0.090000
45.976	-0.110000
45.984	-0.110000
45.992	-0.090000
46	-0.080000
46.008	-0.070000
46.016	-0.070000
46.024	-0.080000
46.032	-0.080000
46.04	-0.090000
46.048	-0.100000
46.056	-0.110000
46.064	-0.120000
46.072	-0.100000
46.08	-0.100000
46.088	-0.100000
46.096	-0.110000
46.104	-0.110000
46.112	-0.110000
46.12	-0.110000
46.128	-0.120000
46.136	-0.130000
46.144	-0.140000
46.152	-0.120000
46.16	-0.120000
46.168	-0.110000
46.176	-0.100000
46.184	-0.100000
46.192	-0.100000
46.2	-0.110000
46.208	-0.110000
46.216	-0.120000
46.224	-0.120000
46.232	-0.110000
46.24	-0.110000
46.248	-0.110000
46.256	-0.110000
46.264	-0.120000
46.272	-0.130000
46.28	-0.130000
46.288	-0.130000
46.296	-0.140000
46.304	-0.130000
46.312	-0.130000
46.32	-0.130000
46.328	-0.120000
46.336	-0.130000
46.344	-0.140000
46.352	-0.160000
46.36	-0.160000
46.368	-0.160000
46.376	-0.170000
46.384	-0.170000
46.392	-0.180000
46.4	-0.170000
46.408	-0.170000
46.416	-0.160000
46.424	-0.160000
46.432	-0.160000
46.44	-0.160000
