Timestamp	AWF (125 Hz)
31.44	8.360000
31.448	8.560000
31.456	8.920000
31.464	9.220000
31.472	9.520000
31.48	9.860000
31.488	9.960000
31.496	9.920000
31.504	9.980000
31.512	10.020000
31.52	10.140000
31.528	10.380000
31.536	10.600000
31.544	10.980000
31.552	11.460000
31.56	11.720000
31.568	11.880000
31.576	12.140000
31.584	12.400000
31.592	12.700000
31.6	12.960000
31.608	13.100000
31.616	13.160000
31.624	13.280000
31.632	13.680000
31.64	14.280000
31.648	14.840000
31.656	15.200000
31.664	15.540000
31.672	15.980000
31.68	16.400000
31.688	16.660000
31.696	16.740000
31.704	16.680000
31.712	16.800000
31.72	16.880000
31.728	16.800000
31.736	16.580000
31.744	16.360000
31.752	16.260000
31.76	16.320000
31.768	16.420000
31.776	16.320000
31.784	16.000000
31.792	15.680000
31.8	15.520000
31.808	15.620000
31.816	15.880000
31.824	16.100000
31.832	16.320000
31.84	16.440000
31.848	16.300000
31.856	15.900000
31.864	15.300000
31.872	14.920000
31.88	14.940000
31.888	15.160000
31.896	15.340000
31.904	15.320000
31.912	15.140000
31.92	15.120000
31.928	15.000000
31.936	14.640000
31.944	14.360000
31.952	14.360000
31.96	14.520000
31.968	14.740000
31.976	14.720000
31.984	14.400000
31.992	14.160000
32	14.100000
32.008	14.200000
32.016	14.520000
32.024	14.840000
32.032	15.020000
32.04	15.060000
32.048	15.160000
32.056	15.460000
32.064	15.880000
32.072	16.280000
32.08	16.480000
32.088	16.560000
32.096	16.660000
32.104	16.840000
32.112	17.040000
32.12	17.100000
32.128	17.060000
32.136	17.040000
32.144	17.160000
32.152	17.200000
32.16	17.240000
32.168	17.220000
32.176	17.100000
32.184	17.060000
32.192	17.080000
32.2	17.060000
32.208	16.960000
32.216	16.860000
32.224	16.860000
32.232	17.060000
32.24	17.280000
32.248	17.500000
32.256	17.600000
32.264	17.620000
32.272	17.640000
32.28	17.660000
32.288	17.500000
32.296	17.240000
32.304	17.000000
32.312	16.840000
32.32	16.800000
32.328	16.880000
32.336	16.960000
32.344	16.800000
32.352	16.440000
32.36	16.080000
32.368	15.980000
32.376	16.120000
32.384	16.520000
32.392	16.980000
32.4	17.400000
32.408	17.860000
32.416	18.080000
32.424	17.920000
32.432	17.660000
32.44	17.660000
32.448	18.060000
32.456	18.600000
32.464	19.040000
32.472	19.320000
32.48	19.520000
32.488	19.740000
32.496	19.860000
32.504	19.920000
32.512	19.920000
32.52	19.860000
32.528	19.760000
32.536	19.620000
32.544	19.380000
32.552	19.280000
32.56	19.460000
32.568	19.740000
32.576	19.920000
32.584	19.840000
32.592	19.640000
32.6	19.520000
32.608	19.580000
32.616	19.660000
32.624	19.540000
32.632	19.340000
32.64	19.160000
32.648	18.860000
32.656	18.340000
32.664	17.760000
32.672	17.500000
32.68	17.380000
32.688	17.020000
32.696	16.320000
32.704	15.500000
32.712	14.920000
32.72	14.520000
32.728	13.740000
32.736	12.420000
32.744	11.100000
32.752	10.120000
32.76	9.160000
32.768	7.900000
32.776	6.140000
32.784	4.160000
32.792	2.120000
32.8	-1.580000
32.808	-2.940000
32.816	-3.780000
32.824	-4.740000
32.832	-6.200000
32.84	-7.840000
32.848	-9.060000
32.856	-9.920000
32.864	-10.520000
32.872	-11.080000
32.88	-11.700000
32.888	-12.240000
32.896	-12.800000
32.904	-13.400000
32.912	-14.080000
32.92	-14.780000
32.928	-15.540000
32.936	-16.360000
32.944	-17.080000
32.952	-17.640000
32.96	-18.020000
32.968	-18.320000
32.976	-18.460000
32.984	-18.500000
32.992	-18.660000
33	-19.260000
33.008	-20.300000
33.016	-21.220000
33.024	-21.120000
33.032	-19.940000
33.04	-18.540000
33.048	-18.080000
33.056	-18.920000
33.064	-20.240000
33.072	-21.100000
33.08	-21.060000
33.088	-20.240000
33.096	-18.840000
33.104	-17.440000
33.112	-17.140000
33.12	-18.480000
33.128	-20.320000
33.136	-21.680000
33.144	-22.160000
33.152	-21.740000
33.16	-21.020000
33.168	-20.600000
33.176	-20.340000
33.184	-20.120000
33.192	-20.040000
33.2	-20.280000
33.208	-20.820000
33.216	-21.400000
33.224	-21.540000
33.232	-21.160000
33.24	-20.820000
33.248	-20.700000
33.256	-20.460000
33.264	-19.640000
33.272	-18.420000
33.28	-17.440000
33.288	-17.600000
33.296	-18.760000
33.304	-19.940000
33.312	-20.460000
33.32	-20.180000
33.328	-19.380000
33.336	-18.680000
33.344	-18.480000
33.352	-18.720000
33.36	-18.960000
33.368	-18.820000
33.376	-18.220000
33.384	-17.680000
33.392	-17.620000
33.4	-18.020000
33.408	-18.500000
33.416	-18.620000
33.424	-18.400000
33.432	-18.140000
33.44	-17.900000
33.448	-17.820000
33.456	-17.460000
33.464	-16.600000
33.472	-15.520000
33.48	-15.060000
33.488	-15.660000
33.496	-16.620000
33.504	-17.160000
33.512	-17.000000
33.52	-16.540000
33.528	-16.100000
33.536	-15.780000
33.544	-15.520000
33.552	-15.320000
33.56	-15.180000
33.568	-15.060000
33.576	-14.800000
33.584	-14.460000
33.592	-14.260000
33.6	-14.300000
33.608	-14.440000
33.616	-14.360000
33.624	-14.080000
33.632	-13.760000
33.64	-13.580000
33.648	-13.520000
33.656	-13.480000
33.664	-13.380000
33.672	-13.160000
33.68	-12.960000
33.688	-12.820000
33.696	-12.760000
33.704	-12.760000
33.712	-12.680000
33.72	-12.500000
33.728	-12.260000
33.736	-12.020000
33.744	-11.940000
33.752	-11.880000
33.76	-11.880000
33.768	-11.740000
33.776	-11.420000
33.784	-11.160000
33.792	-11.040000
33.8	-11.040000
33.808	-11.060000
33.816	-11.040000
33.824	-10.880000
33.832	-10.680000
33.84	-10.460000
33.848	-10.200000
33.856	-9.960000
33.864	-9.780000
33.872	-9.620000
33.88	-9.480000
33.888	-9.320000
33.896	-9.140000
33.904	-8.860000
33.912	-8.600000
33.92	-8.500000
33.928	-8.620000
33.936	-8.840000
33.944	-9.040000
33.952	-9.100000
33.96	-9.060000
33.968	-9.120000
33.976	-9.300000
33.984	-9.480000
33.992	-9.500000
34	-9.360000
34.008	-9.200000
34.016	-9.060000
34.024	-9.020000
34.032	-8.940000
34.04	-8.880000
34.048	-8.840000
34.056	-8.880000
34.064	-8.860000
34.072	-8.820000
34.08	-8.600000
34.088	-8.220000
34.096	-7.860000
34.104	-7.520000
34.112	-7.240000
34.12	-6.860000
34.128	-6.420000
34.136	-5.960000
34.144	-5.660000
34.152	-5.640000
34.16	-5.700000
34.168	-5.880000
34.176	-6.140000
34.184	-6.340000
34.192	-6.460000
34.2	-6.440000
34.208	-6.340000
34.216	-6.260000
34.224	-6.260000
34.232	-6.300000
34.24	-6.420000
34.248	-6.440000
34.256	-6.440000
34.264	-6.360000
34.272	-6.080000
34.28	-5.660000
34.288	-5.240000
34.296	-4.960000
34.304	-4.940000
34.312	-4.980000
34.32	-4.840000
34.328	-4.560000
34.336	-4.320000
34.344	-4.100000
34.352	-4.000000
34.36	-4.000000
34.368	-4.160000
34.376	-4.480000
34.384	-4.760000
34.392	-4.780000
34.4	-4.580000
34.408	-4.260000
34.416	-4.060000
34.424	-4.040000
34.432	-4.100000
34.44	-4.200000
34.448	-4.280000
34.456	-4.280000
34.464	-4.220000
34.472	-4.040000
34.48	-3.860000
34.488	-3.760000
34.496	-3.800000
34.504	-3.900000
34.512	-3.980000
34.52	-3.960000
34.528	-3.840000
34.536	-3.680000
34.544	-3.540000
34.552	-3.520000
34.56	-3.580000
34.568	-3.620000
34.576	-3.600000
34.584	-3.600000
34.592	-3.540000
34.6	-3.520000
34.608	-3.540000
34.616	-3.700000
34.624	-3.860000
34.632	-3.820000
34.64	-3.540000
34.648	-3.080000
34.656	-2.640000
34.664	-2.400000
34.672	-2.340000
34.68	-2.300000
34.688	-2.140000
34.696	-1.800000
34.704	-1.220000
34.712	-0.500000
34.72	0.000000
34.728	0.340000
34.736	1.080000
34.744	1.600000
34.752	1.860000
34.76	2.020000
34.768	2.220000
34.776	2.500000
34.784	2.760000
34.792	2.900000
34.8	2.920000
34.808	2.880000
34.816	3.240000
34.824	4.120000
34.832	5.160000
34.84	5.980000
34.848	6.340000
34.856	6.480000
34.864	6.680000
34.872	7.100000
34.88	7.640000
34.888	8.140000
34.896	8.580000
34.904	9.180000
34.912	10.020000
34.92	10.760000
34.928	11.360000
34.936	11.800000
34.944	12.280000
34.952	12.760000
34.96	13.200000
34.968	13.340000
34.976	13.420000
34.984	13.560000
34.992	13.620000
35	13.660000
35.008	13.760000
35.016	13.920000
35.024	14.040000
35.032	14.100000
35.04	13.920000
35.048	13.660000
35.056	13.320000
35.064	12.980000
35.072	12.760000
35.08	12.700000
35.088	13.040000
35.096	13.420000
35.104	13.640000
35.112	13.720000
35.12	13.760000
35.128	13.900000
35.136	14.000000
35.144	13.860000
35.152	13.540000
35.16	13.240000
35.168	13.300000
35.176	13.700000
35.184	13.920000
35.192	13.800000
35.2	13.500000
35.208	13.340000
35.216	13.440000
35.224	13.660000
35.232	13.660000
35.24	13.500000
35.248	13.420000
35.256	13.640000
35.264	13.820000
35.272	13.760000
35.28	13.540000
35.288	13.320000
35.296	13.440000
35.304	13.980000
35.312	14.480000
35.32	14.680000
35.328	14.600000
35.336	14.440000
35.344	14.400000
35.352	14.540000
35.36	14.880000
35.368	15.180000
35.376	15.480000
35.384	15.680000
35.392	15.820000
35.4	15.980000
35.408	16.160000
35.416	16.280000
35.424	16.160000
35.432	15.940000
35.44	15.660000
35.448	15.480000
35.456	15.640000
35.464	15.980000
35.472	16.240000
35.48	16.320000
35.488	16.160000
35.496	16.060000
35.504	16.180000
35.512	16.280000
35.52	16.260000
35.528	16.120000
35.536	16.060000
35.544	16.060000
35.552	16.000000
35.56	15.780000
35.568	15.620000
35.576	15.660000
35.584	15.680000
35.592	15.640000
35.6	15.500000
35.608	15.440000
35.616	15.440000
35.624	15.500000
35.632	15.460000
35.64	15.340000
35.648	15.380000
35.656	15.480000
35.664	15.580000
35.672	15.780000
35.68	16.160000
35.688	16.560000
35.696	16.900000
35.704	17.080000
35.712	17.240000
35.72	17.440000
35.728	17.720000
35.736	18.060000
35.744	18.520000
35.752	19.120000
35.76	19.580000
35.768	19.800000
35.776	19.880000
35.784	19.760000
35.792	19.440000
35.8	19.100000
35.808	18.920000
35.816	19.060000
35.824	19.280000
35.832	19.420000
35.84	19.460000
35.848	19.620000
35.856	19.960000
35.864	20.220000
35.872	20.320000
35.88	20.320000
35.888	20.160000
35.896	19.920000
35.904	19.580000
35.912	19.240000
35.92	19.060000
35.928	18.900000
35.936	18.540000
35.944	18.080000
35.952	17.700000
35.96	17.500000
35.968	17.420000
35.976	17.260000
35.984	16.960000
35.992	16.740000
36	16.600000
36.008	16.540000
36.016	16.400000
36.024	16.200000
36.032	15.980000
36.04	15.720000
36.048	15.500000
36.056	15.280000
36.064	14.940000
36.072	14.680000
36.08	14.540000
36.088	14.520000
36.096	14.580000
36.104	14.640000
36.112	14.580000
36.12	14.360000
36.128	13.940000
36.136	13.360000
36.144	12.780000
36.152	12.260000
36.16	11.680000
36.168	10.980000
36.176	10.080000
36.184	9.060000
36.192	7.820000
36.2	6.300000
36.208	4.640000
36.216	3.160000
36.224	1.340000
36.232	-1.520000
36.24	-2.860000
36.248	-4.100000
36.256	-5.700000
36.264	-7.580000
36.272	-9.140000
36.28	-10.320000
36.288	-11.360000
36.296	-12.220000
36.304	-12.940000
36.312	-13.500000
36.32	-13.920000
36.328	-14.360000
36.336	-14.900000
36.344	-15.480000
36.352	-16.040000
36.36	-16.580000
36.368	-17.040000
36.376	-17.440000
36.384	-17.860000
36.392	-18.620000
36.4	-19.520000
36.408	-20.060000
36.416	-19.860000
36.424	-19.400000
36.432	-19.440000
36.44	-20.380000
36.448	-21.580000
36.456	-22.340000
36.464	-22.440000
36.472	-21.700000
36.48	-20.340000
36.488	-19.280000
36.496	-19.520000
36.504	-21.140000
36.512	-22.880000
36.52	-23.520000
36.528	-23.120000
36.536	-22.620000
36.544	-22.560000
36.552	-22.440000
36.56	-21.640000
36.568	-20.100000
36.576	-18.600000
36.584	-18.240000
36.592	-19.340000
36.6	-20.820000
36.608	-21.900000
36.616	-22.200000
36.624	-21.800000
36.632	-21.180000
36.64	-20.700000
36.648	-20.360000
36.656	-20.100000
36.664	-20.100000
36.672	-20.660000
36.68	-21.400000
36.688	-21.760000
36.696	-21.320000
36.704	-20.360000
36.712	-19.580000
36.72	-19.640000
36.728	-20.200000
36.736	-20.580000
36.744	-20.360000
36.752	-19.840000
36.76	-19.240000
36.768	-18.520000
36.776	-17.720000
36.784	-16.860000
36.792	-16.260000
36.8	-16.500000
36.808	-17.260000
36.816	-18.060000
36.824	-18.620000
36.832	-18.680000
36.84	-18.260000
36.848	-17.740000
36.856	-17.460000
36.864	-17.520000
36.872	-17.640000
36.88	-17.380000
36.888	-16.640000
36.896	-15.820000
36.904	-15.580000
36.912	-16.000000
36.92	-16.620000
36.928	-17.040000
36.936	-17.080000
36.944	-16.840000
36.952	-16.520000
36.96	-16.200000
36.968	-16.000000
36.976	-15.900000
36.984	-15.900000
36.992	-15.860000
37	-15.700000
37.008	-15.380000
37.016	-15.060000
37.024	-14.800000
37.032	-14.560000
37.04	-14.360000
37.048	-14.080000
37.056	-13.860000
37.064	-13.800000
37.072	-13.800000
37.08	-13.680000
37.088	-13.500000
37.096	-13.360000
37.104	-13.120000
37.112	-12.720000
37.12	-12.220000
37.128	-11.800000
37.136	-11.640000
37.144	-11.500000
37.152	-11.220000
37.16	-10.820000
37.168	-10.580000
37.176	-10.560000
37.184	-10.700000
37.192	-10.820000
37.2	-10.820000
37.208	-10.900000
37.216	-11.000000
37.224	-11.100000
37.232	-11.160000
37.24	-11.200000
37.248	-11.180000
37.256	-11.200000
37.264	-11.160000
37.272	-11.060000
37.28	-10.920000
37.288	-10.700000
37.296	-10.520000
37.304	-10.400000
37.312	-10.300000
37.32	-10.180000
37.328	-10.100000
37.336	-10.080000
37.344	-9.980000
37.352	-9.800000
37.36	-9.460000
37.368	-9.060000
37.376	-8.680000
37.384	-8.360000
37.392	-8.040000
37.4	-7.680000
37.408	-7.380000
37.416	-7.220000
37.424	-7.220000
37.432	-7.380000
37.44	-7.660000
37.448	-7.940000
37.456	-8.040000
37.464	-7.940000
37.472	-7.660000
37.48	-7.480000
37.488	-7.500000
37.496	-7.540000
37.504	-7.440000
37.512	-7.300000
37.52	-7.220000
37.528	-7.200000
37.536	-7.140000
37.544	-6.920000
37.552	-6.600000
37.56	-6.320000
37.568	-6.180000
37.576	-6.100000
37.584	-6.020000
37.592	-5.920000
37.6	-5.820000
37.608	-5.700000
37.616	-5.540000
37.624	-5.380000
37.632	-5.300000
37.64	-5.360000
37.648	-5.440000
37.656	-5.400000
37.664	-5.340000
37.672	-5.400000
37.68	-5.600000
37.688	-5.700000
37.696	-5.680000
37.704	-5.560000
37.712	-5.380000
37.72	-5.240000
37.728	-5.140000
37.736	-4.980000
37.744	-4.860000
37.752	-4.800000
37.76	-4.760000
37.768	-4.680000
37.776	-4.660000
37.784	-4.600000
37.792	-4.560000
37.8	-4.600000
37.808	-4.620000
37.816	-4.700000
37.824	-4.740000
37.832	-4.720000
37.84	-4.620000
37.848	-4.560000
37.856	-4.420000
37.864	-4.360000
37.872	-4.480000
37.88	-4.680000
37.888	-4.780000
37.896	-4.700000
37.904	-4.400000
37.912	-4.100000
37.92	-3.920000
37.928	-3.860000
37.936	-3.880000
37.944	-3.960000
37.952	-3.960000
37.96	-3.860000
37.968	-3.620000
37.976	-3.360000
37.984	-3.160000
37.992	-3.200000
38	-3.320000
38.008	-3.500000
38.016	-3.700000
38.024	-3.940000
38.032	-4.180000
38.04	-4.460000
38.048	-4.700000
38.056	-4.940000
38.064	-5.140000
38.072	-5.260000
38.08	-5.260000
38.088	-5.180000
38.096	-5.060000
38.104	-4.940000
38.112	-4.840000
38.12	-4.740000
38.128	-4.620000
38.136	-4.420000
38.144	-4.240000
38.152	-4.020000
38.16	-3.860000
38.168	-3.700000
38.176	-3.540000
38.184	-3.260000
38.192	-2.880000
38.2	-2.520000
38.208	-2.220000
38.216	-2.000000
38.224	-1.820000
38.232	-1.800000
38.24	-1.980000
38.248	-2.260000
38.256	-2.440000
38.264	-2.500000
38.272	-2.580000
38.28	-2.660000
38.288	-2.800000
38.296	-2.840000
38.304	-2.840000
38.312	-2.760000
38.32	-2.820000
38.328	-3.080000
38.336	-3.480000
38.344	-3.780000
38.352	-3.800000
38.36	-3.440000
38.368	-2.980000
38.376	-2.640000
38.384	-2.560000
38.392	-2.560000
38.4	-2.540000
38.408	-2.380000
38.416	-2.100000
38.424	-1.800000
38.432	-1.660000
38.44	-1.620000
38.448	-1.660000
38.456	-1.700000
38.464	-1.700000
38.472	-1.580000
38.48	-1.440000
38.488	-1.120000
38.496	-0.700000
38.504	-0.340000
38.512	-0.160000
38.52	0.040000
38.528	0.760000
38.536	1.340000
38.544	1.660000
38.552	1.900000
38.56	2.120000
38.568	2.420000
38.576	2.720000
38.584	3.020000
38.592	3.360000
38.6	3.700000
38.608	4.060000
38.616	4.460000
38.624	5.020000
38.632	5.820000
38.64	6.580000
38.648	7.100000
38.656	7.460000
38.664	7.700000
38.672	8.000000
38.68	8.100000
38.688	7.960000
38.696	7.900000
38.704	8.260000
38.712	8.900000
38.72	9.500000
38.728	9.800000
38.736	9.840000
38.744	9.780000
38.752	9.860000
38.76	10.120000
38.768	10.500000
38.776	10.820000
38.784	11.060000
38.792	11.160000
38.8	11.180000
38.808	11.280000
38.816	11.400000
38.824	11.460000
38.832	11.600000
38.84	11.720000
38.848	11.840000
38.856	11.940000
38.864	12.120000
38.872	12.120000
38.88	12.120000
38.888	12.140000
38.896	12.320000
38.904	12.500000
38.912	12.500000
38.92	12.460000
38.928	12.560000
38.936	12.760000
38.944	13.080000
38.952	13.400000
38.96	13.620000
38.968	14.000000
38.976	14.400000
38.984	14.640000
38.992	14.820000
39	15.160000
39.008	15.560000
39.016	16.220000
39.024	16.800000
39.032	17.060000
39.04	17.140000
39.048	17.040000
39.056	16.840000
39.064	16.700000
39.072	16.640000
39.08	16.580000
39.088	16.540000
39.096	16.520000
39.104	16.520000
39.112	16.540000
39.12	16.500000
39.128	16.300000
39.136	15.940000
39.144	15.600000
39.152	15.420000
39.16	15.440000
39.168	15.660000
39.176	15.880000
39.184	15.980000
39.192	15.800000
39.2	15.420000
39.208	15.060000
39.216	14.920000
39.224	14.860000
39.232	14.940000
39.24	15.060000
39.248	15.080000
39.256	15.040000
39.264	14.940000
39.272	14.760000
39.28	14.580000
39.288	14.300000
39.296	14.080000
39.304	13.960000
39.312	14.060000
39.32	14.280000
39.328	14.420000
39.336	14.360000
39.344	14.240000
39.352	14.320000
39.36	14.600000
39.368	15.000000
39.376	15.260000
39.384	15.240000
39.392	15.140000
39.4	15.200000
39.408	15.500000
39.416	15.920000
39.424	16.320000
39.432	16.680000
39.44	16.960000
39.448	17.060000
39.456	17.140000
39.464	17.340000
39.472	17.660000
39.48	18.040000
39.488	18.280000
39.496	18.200000
39.504	18.040000
39.512	17.960000
39.52	17.760000
39.528	17.500000
39.536	17.300000
39.544	17.180000
39.552	17.220000
39.56	17.300000
39.568	17.280000
39.576	17.280000
39.584	17.420000
39.592	17.680000
39.6	18.000000
39.608	18.060000
39.616	17.900000
39.624	17.600000
39.632	17.380000
39.64	17.280000
39.648	17.280000
39.656	17.280000
39.664	17.220000
39.672	17.000000
39.68	16.740000
39.688	16.600000
39.696	16.560000
39.704	16.640000
39.712	16.820000
39.72	16.980000
39.728	17.040000
39.736	17.000000
39.744	16.940000
39.752	17.120000
39.76	17.580000
39.768	17.960000
39.776	18.040000
39.784	18.080000
39.792	18.340000
39.8	18.740000
39.808	19.080000
39.816	19.260000
39.824	19.340000
39.832	19.580000
39.84	19.960000
39.848	20.200000
39.856	20.140000
39.864	19.840000
39.872	19.540000
39.88	19.380000
39.888	19.320000
39.896	19.180000
39.904	18.980000
39.912	18.920000
39.92	19.060000
39.928	19.280000
39.936	19.440000
39.944	19.400000
39.952	19.260000
39.96	19.180000
39.968	19.060000
39.976	18.800000
39.984	18.380000
39.992	17.800000
40	17.240000
40.008	16.780000
40.016	16.080000
40.024	15.260000
40.032	14.380000
40.04	13.540000
40.048	12.600000
40.056	11.320000
40.064	9.860000
40.072	8.520000
40.08	7.240000
40.088	5.920000
40.096	4.120000
40.104	0.840000
40.112	-2.860000
40.12	-3.980000
40.128	-5.220000
40.136	-7.120000
40.144	-8.980000
40.152	-10.400000
40.16	-11.580000
40.168	-12.580000
40.176	-13.460000
40.184	-14.060000
40.192	-14.500000
40.2	-14.860000
40.208	-15.320000
40.216	-15.960000
40.224	-16.480000
40.232	-16.360000
40.24	-15.940000
40.248	-16.020000
40.256	-17.040000
40.264	-18.680000
40.272	-19.760000
40.28	-19.560000
40.288	-18.520000
40.296	-17.860000
40.304	-18.480000
40.312	-20.080000
40.32	-21.420000
40.328	-21.800000
40.336	-21.580000
40.344	-21.300000
40.352	-20.840000
40.36	-20.040000
40.368	-19.260000
40.376	-19.140000
40.384	-20.200000
40.392	-21.580000
40.4	-22.280000
40.408	-22.060000
40.416	-21.320000
40.424	-20.780000
40.432	-20.400000
40.44	-19.840000
40.448	-18.900000
40.456	-18.180000
40.464	-18.340000
40.472	-19.520000
40.48	-20.720000
40.488	-21.080000
40.496	-20.780000
40.504	-20.620000
40.512	-21.140000
40.52	-21.960000
40.528	-22.080000
40.536	-21.180000
40.544	-19.600000
40.552	-18.200000
40.56	-18.120000
40.568	-19.380000
40.576	-20.760000
40.584	-21.340000
40.592	-21.020000
40.6	-20.360000
40.608	-20.320000
40.616	-20.820000
40.624	-21.260000
40.632	-20.940000
40.64	-19.840000
40.648	-18.420000
40.656	-17.300000
40.664	-16.800000
40.672	-17.040000
40.68	-17.720000
40.688	-18.340000
40.696	-18.760000
40.704	-18.880000
40.712	-18.740000
40.72	-18.540000
40.728	-18.360000
40.736	-18.380000
40.744	-18.520000
40.752	-18.680000
40.76	-18.560000
40.768	-18.120000
40.776	-17.480000
40.784	-17.040000
40.792	-17.080000
40.8	-17.300000
40.808	-17.440000
40.816	-17.380000
40.824	-17.140000
40.832	-16.940000
40.84	-16.840000
40.848	-16.700000
40.856	-16.440000
40.864	-16.100000
40.872	-15.760000
40.88	-15.540000
40.888	-15.440000
40.896	-15.420000
40.904	-15.360000
40.912	-15.300000
40.92	-15.240000
40.928	-15.060000
40.936	-14.860000
40.944	-14.660000
40.952	-14.460000
40.96	-14.240000
40.968	-14.000000
40.976	-13.780000
40.984	-13.700000
40.992	-13.680000
41	-13.580000
41.008	-13.400000
41.016	-13.160000
41.024	-13.040000
41.032	-13.000000
41.04	-12.980000
41.048	-12.920000
41.056	-12.720000
41.064	-12.540000
41.072	-12.480000
41.08	-12.400000
41.088	-12.320000
41.096	-12.180000
41.104	-11.860000
41.112	-11.560000
41.12	-11.260000
41.128	-11.060000
41.136	-11.040000
41.144	-11.140000
41.152	-11.240000
41.16	-11.400000
41.168	-11.440000
41.176	-11.240000
41.184	-10.900000
41.192	-10.500000
41.2	-10.160000
41.208	-9.980000
41.216	-9.800000
41.224	-9.580000
41.232	-9.340000
41.24	-9.180000
41.248	-9.040000
41.256	-9.000000
41.264	-9.040000
41.272	-9.160000
41.28	-9.320000
41.288	-9.420000
41.296	-9.420000
41.304	-9.360000
41.312	-9.380000
41.32	-9.460000
41.328	-9.560000
41.336	-9.560000
41.344	-9.440000
41.352	-9.300000
41.36	-9.280000
41.368	-9.320000
41.376	-9.260000
41.384	-9.140000
41.392	-8.920000
41.4	-8.780000
41.408	-8.660000
41.416	-8.580000
41.424	-8.560000
41.432	-8.540000
41.44	-8.420000
41.448	-8.140000
41.456	-7.640000
41.464	-7.020000
41.472	-6.440000
41.48	-6.060000
41.488	-5.920000
41.496	-5.860000
41.504	-5.920000
41.512	-6.040000
41.52	-6.200000
41.528	-6.400000
41.536	-6.380000
41.544	-6.280000
41.552	-6.280000
41.56	-6.420000
41.568	-6.620000
41.576	-6.760000
41.584	-6.860000
41.592	-6.860000
41.6	-6.820000
41.608	-6.700000
41.616	-6.360000
41.624	-5.860000
41.632	-5.400000
41.64	-5.040000
41.648	-4.880000
41.656	-4.940000
41.664	-4.900000
41.672	-4.800000
41.68	-4.600000
41.688	-4.440000
41.696	-4.320000
41.704	-4.120000
41.712	-3.980000
41.72	-4.020000
41.728	-4.320000
41.736	-4.740000
41.744	-4.920000
41.752	-4.760000
41.76	-4.520000
41.768	-4.360000
41.776	-4.360000
41.784	-4.420000
41.792	-4.380000
41.8	-4.180000
41.808	-3.960000
41.816	-3.800000
41.824	-3.780000
41.832	-3.940000
41.84	-4.060000
41.848	-4.100000
41.856	-4.020000
41.864	-3.840000
41.872	-3.680000
41.88	-3.660000
41.888	-3.660000
41.896	-3.720000
41.904	-3.760000
41.912	-3.780000
41.92	-3.740000
41.928	-3.700000
41.936	-3.720000
41.944	-3.780000
41.952	-3.920000
41.96	-4.060000
41.968	-4.120000
41.976	-4.040000
41.984	-3.840000
41.992	-3.480000
42	-3.160000
42.008	-3.060000
42.016	-3.200000
42.024	-3.420000
42.032	-3.540000
42.04	-3.580000
42.048	-3.520000
42.056	-3.360000
42.064	-3.200000
42.072	-2.960000
42.08	-2.880000
42.088	-2.920000
42.096	-3.060000
42.104	-3.260000
42.112	-3.400000
42.12	-3.580000
42.128	-3.740000
42.136	-3.920000
42.144	-4.060000
42.152	-4.140000
42.16	-4.100000
42.168	-3.920000
42.176	-3.700000
42.184	-3.420000
42.192	-3.100000
42.2	-2.700000
42.208	-2.100000
42.216	-1.240000
42.224	0.000000
42.232	1.240000
42.24	1.980000
42.248	2.460000
42.256	2.880000
42.264	3.400000
42.272	4.060000
42.28	4.900000
42.288	5.860000
42.296	7.000000
42.304	8.200000
42.312	9.260000
42.32	10.020000
42.328	10.260000
42.336	10.120000
42.344	9.860000
42.352	9.860000
42.36	10.080000
42.368	10.380000
42.376	10.480000
42.384	10.440000
42.392	10.400000
42.4	10.440000
42.408	10.640000
42.416	10.800000
42.424	10.900000
42.432	11.080000
42.44	11.420000
42.448	11.880000
42.456	12.340000
42.464	12.380000
42.472	12.220000
42.48	12.120000
42.488	12.180000
42.496	12.380000
42.504	12.540000
42.512	12.620000
42.52	12.740000
42.528	12.780000
42.536	12.780000
42.544	12.880000
42.552	12.900000
42.56	12.840000
42.568	12.760000
42.576	12.680000
42.584	12.800000
42.592	13.080000
42.6	13.340000
42.608	13.340000
42.616	13.180000
42.624	13.020000
42.632	12.840000
42.64	12.920000
42.648	13.340000
42.656	13.880000
42.664	14.340000
42.672	14.580000
42.68	14.480000
42.688	14.340000
42.696	14.320000
42.704	14.520000
42.712	14.860000
42.72	15.160000
42.728	15.280000
42.736	15.300000
42.744	15.360000
42.752	15.600000
42.76	15.820000
42.768	15.820000
42.776	15.540000
42.784	15.180000
42.792	15.080000
42.8	15.360000
42.808	15.580000
42.816	15.560000
42.824	15.400000
42.832	15.380000
42.84	15.540000
42.848	15.760000
42.856	15.920000
42.864	15.920000
42.872	15.840000
42.88	15.840000
42.888	15.800000
42.896	15.800000
42.904	15.840000
42.912	15.780000
42.92	15.700000
42.928	15.700000
42.936	15.700000
42.944	15.680000
42.952	15.700000
42.96	15.600000
42.968	15.480000
42.976	15.420000
42.984	15.400000
42.992	15.460000
43	15.540000
43.008	15.480000
43.016	15.400000
43.024	15.540000
43.032	15.860000
43.04	16.380000
43.048	16.960000
43.056	17.300000
43.064	17.380000
43.072	17.380000
43.08	17.600000
43.088	18.040000
43.096	18.540000
43.104	18.760000
43.112	18.800000
43.12	18.760000
43.128	18.860000
43.136	19.000000
43.144	18.960000
43.152	18.820000
43.16	18.800000
43.168	18.860000
43.176	18.860000
