Timestamp	Resp (62.5 Hz)
88.288	-0.075247
88.304	-0.070175
88.32	-0.063518
88.336	-0.056544
88.352	-0.049253
88.368	-0.039109
88.384	-0.026746
88.4	-0.013749
88.416	0.000199
88.432	0.018902
88.448	0.041726
88.464	0.069622
88.48	0.100688
88.496	0.128584
88.512	0.153944
88.528	0.181206
88.544	0.209736
88.56	0.236364
88.576	0.261407
88.592	0.285182
88.608	0.307689
88.624	0.329562
88.64	0.349850
88.656	0.366651
88.672	0.380599
88.688	0.392962
88.704	0.404691
88.72	0.414518
88.736	0.422443
88.752	0.428466
88.768	0.432587
88.784	0.436391
88.8	0.440195
88.816	0.443999
88.832	0.448120
88.848	0.453826
88.864	0.461117
88.88	0.467774
88.896	0.474114
88.912	0.483941
88.928	0.496938
88.944	0.511203
88.96	0.526102
88.976	0.538782
88.992	0.549560
89.008	0.561606
89.024	0.574920
89.04	0.587283
89.056	0.598695
89.072	0.611058
89.088	0.625323
89.104	0.642441
89.12	0.661461
89.136	0.679530
89.152	0.696648
89.168	0.715668
89.184	0.736273
89.2	0.754342
89.216	0.770192
89.232	0.786042
89.248	0.801892
89.264	0.814572
89.28	0.824399
89.296	0.830422
89.312	0.832958
89.328	0.832007
89.344	0.828203
89.36	0.821863
89.376	0.813938
89.392	0.804745
89.408	0.794601
89.424	0.785091
89.44	0.775898
89.456	0.767973
89.472	0.761316
89.488	0.755610
89.504	0.750538
89.52	0.744832
89.536	0.738809
89.552	0.733420
89.568	0.728348
89.584	0.722959
89.6	0.717253
89.616	0.711864
89.632	0.707109
89.648	0.703939
89.664	0.702354
89.68	0.701403
89.696	0.701403
89.712	0.701720
89.728	0.702671
89.744	0.705207
89.76	0.708377
89.776	0.710596
89.792	0.711864
89.808	0.713132
89.824	0.714400
89.84	0.715034
89.856	0.715034
89.872	0.716619
89.888	0.719472
89.904	0.723593
89.92	0.728031
89.936	0.732152
89.952	0.736273
89.968	0.741979
89.984	0.748953
90	0.754976
90.016	0.760048
90.032	0.764486
90.048	0.767973
90.064	0.769241
90.08	0.768290
90.096	0.765437
90.112	0.760682
90.128	0.751172
90.144	0.737541
90.16	0.723593
90.176	0.709645
90.192	0.692844
90.208	0.673190
90.224	0.651634
90.24	0.629127
90.256	0.608522
90.272	0.589819
90.288	0.571433
90.304	0.553681
90.32	0.538148
90.336	0.523883
90.352	0.507399
90.368	0.488379
90.384	0.467457
90.4	0.445267
90.416	0.424028
90.432	0.403740
90.448	0.381867
90.464	0.359360
90.48	0.339072
90.496	0.321003
90.512	0.303251
90.528	0.285499
90.544	0.268381
90.56	0.251580
90.576	0.236681
90.592	0.223367
90.608	0.209736
90.624	0.195788
90.64	0.182157
90.656	0.168843
90.672	0.155212
90.688	0.141264
90.704	0.127633
90.72	0.114953
90.736	0.103858
90.752	0.094031
90.768	0.085472
90.784	0.077547
90.8	0.071524
90.816	0.066769
90.832	0.064233
90.848	0.063282
90.864	0.062648
90.88	0.062014
90.896	0.062331
90.912	0.063599
90.928	0.063599
90.944	0.062331
90.96	0.060112
90.976	0.056942
90.992	0.052187
91.008	0.046164
91.024	0.039190
91.04	0.031582
91.056	0.024608
91.072	0.018268
91.088	0.011294
91.104	0.004003
91.12	-0.003605
91.136	-0.011213
91.152	-0.018821
91.168	-0.026746
91.184	-0.036573
91.2	-0.047668
91.216	-0.056861
91.232	-0.064469
91.248	-0.073662
91.264	-0.084123
91.28	-0.093633
91.296	-0.102192
91.312	-0.109800
91.328	-0.116457
91.344	-0.121846
91.36	-0.125650
91.376	-0.127552
91.392	-0.127869
91.408	-0.127869
91.424	-0.127869
91.44	-0.127869
91.456	-0.127869
91.472	-0.126918
91.488	-0.125016
91.504	-0.123748
91.52	-0.122480
91.536	-0.119627
91.552	-0.115189
91.568	-0.110751
91.584	-0.106313
91.6	-0.101241
91.616	-0.095218
91.632	-0.087927
91.648	-0.078734
91.664	-0.068273
91.68	-0.056544
91.696	-0.046083
91.712	-0.036256
91.728	-0.026429
91.744	-0.016602
91.76	-0.008677
91.776	-0.002654
91.792	0.002101
91.808	0.005588
91.824	0.008441
91.84	0.010660
91.856	0.012562
91.872	0.013830
91.888	0.015098
91.904	0.016049
91.92	0.016683
91.936	0.017000
91.952	0.015098
91.968	0.011611
91.984	0.006856
92	0.001150
92.016	-0.005190
92.032	-0.012481
92.048	-0.021674
92.064	-0.032452
92.08	-0.042596
92.096	-0.052106
92.112	-0.061616
92.128	-0.071443
92.144	-0.080319
92.16	-0.088244
92.176	-0.093316
92.192	-0.096486
92.208	-0.096486
92.224	-0.094584
92.24	-0.091097
92.256	-0.086025
92.272	-0.077466
92.288	-0.065103
92.304	-0.047985
92.32	-0.027063
92.336	-0.005824
92.352	0.016366
92.368	0.045530
92.384	0.080083
92.4	0.113051
92.416	0.144751
92.432	0.181523
92.448	0.221782
92.464	0.262358
92.48	0.301983
92.496	0.336219
92.512	0.365700
92.528	0.391377
92.544	0.413567
92.56	0.430685
92.576	0.443048
92.592	0.452241
92.608	0.458898
92.624	0.463653
92.64	0.466823
92.656	0.469993
92.672	0.473163
92.688	0.476333
92.704	0.479503
92.72	0.482673
92.736	0.485843
92.752	0.489964
92.768	0.495036
92.784	0.499791
92.8	0.503912
92.816	0.506765
92.832	0.508667
92.848	0.512154
92.864	0.516275
92.88	0.520079
92.896	0.524200
92.912	0.530223
92.928	0.538148
92.944	0.548292
92.96	0.560021
92.976	0.571116
92.992	0.581894
93.008	0.592672
93.024	0.604084
93.04	0.614545
93.056	0.624372
93.072	0.633882
93.088	0.643075
93.104	0.654170
93.12	0.666216
93.136	0.677628
93.152	0.688723
93.168	0.702037
93.184	0.717253
93.2	0.730884
93.216	0.743247
93.232	0.756244
93.248	0.770192
93.264	0.784140
93.28	0.797137
93.296	0.806647
93.312	0.812987
93.328	0.816157
93.344	0.816791
93.36	0.815206
93.376	0.811402
93.392	0.803477
93.408	0.792382
93.424	0.780336
93.44	0.768290
93.456	0.757195
93.472	0.746417
93.488	0.735322
93.504	0.723910
93.52	0.713132
93.536	0.703305
93.552	0.693795
93.568	0.684602
93.584	0.674775
93.6	0.664631
93.616	0.656072
93.632	0.648781
93.648	0.642758
93.664	0.637369
93.68	0.632931
93.696	0.628810
93.712	0.626591
93.728	0.625323
93.744	0.625006
93.76	0.625006
93.776	0.624689
93.792	0.624055
93.808	0.622787
93.824	0.621202
93.84	0.618349
93.856	0.614545
93.872	0.611058
93.888	0.607888
93.904	0.605986
93.92	0.605035
93.936	0.605035
93.952	0.605986
93.968	0.608205
93.984	0.611692
94	0.615179
94.016	0.618666
94.032	0.622787
94.048	0.627859
94.064	0.632297
94.08	0.636418
94.096	0.638637
94.112	0.639905
94.128	0.638003
94.144	0.633565
94.16	0.627225
94.176	0.618983
94.192	0.607571
94.208	0.593306
94.224	0.576188
94.24	0.556851
94.256	0.537831
94.272	0.519128
94.288	0.500742
94.304	0.482990
94.32	0.466506
94.336	0.450656
94.352	0.433855
94.368	0.416103
94.384	0.398351
94.4	0.380916
94.416	0.364749
94.432	0.348899
94.448	0.331781
94.464	0.313712
94.48	0.296911
94.496	0.280744
94.512	0.262358
94.528	0.242070
94.544	0.222733
94.56	0.204030
94.576	0.187229
94.592	0.171379
94.608	0.154578
94.624	0.137143
94.64	0.121927
94.656	0.108930
94.672	0.095616
94.688	0.081668
94.704	0.068671
94.72	0.056308
94.736	0.045847
94.752	0.036654
94.768	0.028729
94.784	0.022072
94.8	0.016683
94.816	0.013196
94.832	0.011611
94.848	0.011928
94.864	0.012879
94.88	0.015098
94.896	0.017951
94.912	0.021121
94.928	0.023657
94.944	0.025559
94.96	0.028095
94.976	0.030948
94.992	0.032216
95.008	0.031899
95.024	0.030314
95.04	0.028095
95.056	0.025242
95.072	0.022072
95.088	0.018585
95.104	0.014781
95.12	0.010977
95.136	0.007173
95.152	0.003369
95.168	-0.000752
95.184	-0.006458
95.2	-0.014066
95.216	-0.021674
95.232	-0.029599
95.248	-0.039426
95.264	-0.050521
95.28	-0.060665
95.296	-0.070175
95.312	-0.080636
95.328	-0.092048
95.344	-0.102509
95.36	-0.111385
95.376	-0.118042
95.392	-0.123114
95.408	-0.128186
95.424	-0.132941
95.44	-0.136428
95.456	-0.138964
95.472	-0.140866
95.488	-0.142134
95.504	-0.144036
95.52	-0.146255
95.536	-0.146889
95.552	-0.145938
95.568	-0.143085
95.584	-0.138330
95.6	-0.132624
95.616	-0.125967
95.632	-0.118993
95.648	-0.111385
95.664	-0.102826
95.68	-0.093316
95.696	-0.083806
95.712	-0.074930
95.728	-0.065420
95.744	-0.055276
95.76	-0.046083
95.776	-0.037524
95.792	-0.030867
95.808	-0.025161
95.824	-0.018504
95.84	-0.011213
95.856	-0.005190
95.872	-0.000118
95.888	0.006856
95.904	0.015415
95.92	0.024291
95.936	0.034118
95.952	0.045530
95.968	0.059478
95.984	0.075962
96	0.094031
96.016	0.111466
96.032	0.128584
96.048	0.146019
96.064	0.163454
96.08	0.178353
96.096	0.191350
96.112	0.204030
96.128	0.217344
96.144	0.230658
96.16	0.244289
96.176	0.256652
96.192	0.268698
96.208	0.281061
96.224	0.293741
96.24	0.305470
96.256	0.316882
96.272	0.329879
96.288	0.344144
96.304	0.359677
96.32	0.375527
96.336	0.389792
96.352	0.403423
96.368	0.418956
96.384	0.436074
96.4	0.452558
96.416	0.468725
96.432	0.487745
96.448	0.508667
96.464	0.531491
96.48	0.554949
96.496	0.575237
96.512	0.592989
96.528	0.609156
96.544	0.624372
96.56	0.636735
96.576	0.646879
96.592	0.653853
96.608	0.658291
96.624	0.660193
96.64	0.659876
96.656	0.657657
96.672	0.654170
96.688	0.650049
96.704	0.644977
96.72	0.640539
96.736	0.636418
96.752	0.631663
96.768	0.626591
96.784	0.621836
96.8	0.617715
96.816	0.613911
96.832	0.610107
96.848	0.605986
96.864	0.600914
96.88	0.596476
96.896	0.592989
96.912	0.590770
96.928	0.589819
96.944	0.590770
96.96	0.593306
96.976	0.595842
96.992	0.598378
97.008	0.600914
97.024	0.603450
97.04	0.605986
97.056	0.608839
97.072	0.611375
97.088	0.614228
97.104	0.616764
97.12	0.619300
97.136	0.621836
97.152	0.624689
97.168	0.628810
97.184	0.633565
97.2	0.638954
97.216	0.644977
97.232	0.652902
97.248	0.661461
97.264	0.671288
97.28	0.681115
97.296	0.689674
97.312	0.696648
97.328	0.701403
97.344	0.704256
97.36	0.705841
97.376	0.705841
97.392	0.700769
97.408	0.691576
97.424	0.677945
97.44	0.661144
97.456	0.644026
97.472	0.626591
97.488	0.607888
97.504	0.588868
97.52	0.571116
97.536	0.554315
97.552	0.538782
97.568	0.524200
97.584	0.510252
97.6	0.496621
97.616	0.484892
97.632	0.473480
97.648	0.461117
97.664	0.447803
97.68	0.435123
97.696	0.422126
97.712	0.407544
97.728	0.391377
97.744	0.374893
97.76	0.358726
97.776	0.344778
97.792	0.332415
97.808	0.320369
97.824	0.308640
97.84	0.298179
97.856	0.288352
97.872	0.278525
97.888	0.268381
97.904	0.257920
97.92	0.247459
97.936	0.237949
97.952	0.229390
97.968	0.221465
97.984	0.214174
98	0.208151
98.016	0.203396
98.032	0.200226
98.048	0.198958
98.064	0.199592
98.08	0.202128
98.096	0.204981
98.112	0.208151
98.128	0.212272
98.144	0.217344
98.16	0.222416
98.176	0.226854
98.192	0.230024
98.208	0.231609
98.224	0.231609
98.24	0.230024
98.256	0.227171
98.272	0.223050
98.288	0.217661
98.304	0.210687
98.32	0.203713
98.336	0.196739
98.352	0.187863
98.368	0.177402
98.384	0.166624
98.4	0.155846
98.416	0.146019
98.432	0.136826
98.448	0.126365
98.464	0.114953
98.48	0.103541
98.496	0.091812
98.512	0.078498
98.528	0.063599
98.544	0.047749
98.56	0.031582
98.576	0.016683
98.592	0.003369
98.608	-0.009311
98.624	-0.021674
98.64	-0.032135
98.656	-0.040694
98.672	-0.049887
98.688	-0.059397
98.704	-0.069541
98.72	-0.079368
98.736	-0.087293
98.752	-0.093633
98.768	-0.100607
98.784	-0.108215
98.8	-0.114238
98.816	-0.118993
98.832	-0.122480
98.848	-0.124699
98.864	-0.125650
98.88	-0.125016
98.896	-0.122480
98.912	-0.118042
98.928	-0.111702
98.944	-0.103777
98.96	-0.095535
98.976	-0.087293
98.992	-0.079685
99.008	-0.072077
99.024	-0.064469
99.04	-0.057178
99.056	-0.051155
99.072	-0.045766
99.088	-0.041328
99.104	-0.037524
99.12	-0.034354
99.136	-0.031501
99.152	-0.029916
99.168	-0.029599
99.184	-0.029916
99.2	-0.031184
99.216	-0.031501
99.232	-0.031818
99.248	-0.034671
99.264	-0.039426
99.28	-0.045132
99.296	-0.051472
99.312	-0.059714
99.328	-0.070175
99.344	-0.081587
99.36	-0.093633
99.376	-0.104094
99.392	-0.113287
99.408	-0.122480
99.424	-0.131356
99.44	-0.137062
99.456	-0.140232
99.472	-0.142451
99.488	-0.143719
99.504	-0.143402
99.52	-0.141817
99.536	-0.139598
99.552	-0.136745
99.568	-0.133575
99.584	-0.129771
99.6	-0.125967
99.616	-0.121529
99.632	-0.112970
99.648	-0.100607
99.664	-0.082855
99.68	-0.061299
99.696	-0.038475
99.712	-0.014700
99.728	0.014781
99.744	0.048700
99.76	0.082302
99.776	0.115587
99.792	0.151091
99.808	0.188180
99.824	0.223050
99.84	0.254750
99.856	0.281378
99.872	0.303568
99.888	0.320686
99.904	0.333683
99.92	0.343193
99.936	0.350167
99.952	0.354922
99.968	0.358409
99.984	0.360628
100	0.362213
100.016	0.365383
100.032	0.369821
100.048	0.375210
100.064	0.381233
100.08	0.386939
100.096	0.392011
100.112	0.396449
100.128	0.400887
100.144	0.406276
100.16	0.412299
100.176	0.418005
100.192	0.423077
100.208	0.428783
100.224	0.435123
100.24	0.442097
100.256	0.449388
100.272	0.457947
100.288	0.467774
100.304	0.478552
100.32	0.489647
100.336	0.498840
100.352	0.507399
100.368	0.517543
100.384	0.529589
100.4	0.540684
100.416	0.551779
100.432	0.565093
100.448	0.580943
100.464	0.598378
100.48	0.616764
100.496	0.632931
100.512	0.647513
100.528	0.663680
100.544	0.680481
100.56	0.694746
100.576	0.706158
100.592	0.716619
100.608	0.726129
100.624	0.733103
100.64	0.737541
100.656	0.738809
100.672	0.737858
100.688	0.733103
100.704	0.725812
100.72	0.717887
100.736	0.709962
100.752	0.700769
100.768	0.691259
100.784	0.681749
100.8	0.672873
100.816	0.663997
100.832	0.655438
100.848	0.646245
100.864	0.636101
100.88	0.626591
100.896	0.617081
100.912	0.607254
100.928	0.597110
100.944	0.587283
100.96	0.578090
100.976	0.570799
100.992	0.564776
101.008	0.559387
101.024	0.554949
101.04	0.551145
101.056	0.547658
101.072	0.544488
101.088	0.541318
101.104	0.537514
101.12	0.532759
101.136	0.527687
101.152	0.521981
101.168	0.517226
101.184	0.513105
101.2	0.509618
101.216	0.506765
101.232	0.505180
101.248	0.504863
101.264	0.506131
101.28	0.508667
101.296	0.510569
101.312	0.511837
101.328	0.514690
101.344	0.518494
101.36	0.522298
101.376	0.525785
101.392	0.528955
101.408	0.531808
101.424	0.531491
101.44	0.528638
101.456	0.524517
101.472	0.519445
101.488	0.510886
101.504	0.499157
101.52	0.487111
101.536	0.474748
101.552	0.460166
101.568	0.443999
101.584	0.427515
101.6	0.411348
101.616	0.397400
101.632	0.384720
101.648	0.371723
101.664	0.358092
101.68	0.346997
101.696	0.337487
101.712	0.327026
101.728	0.314980
101.744	0.300715
101.76	0.285182
101.776	0.270283
101.792	0.256335
101.808	0.241753
101.824	0.226854
101.84	0.212589
101.856	0.198641
101.872	0.184693
101.888	0.170111
101.904	0.156480
101.92	0.143483
101.936	0.130803
101.952	0.118757
101.968	0.107028
101.984	0.095616
102	0.084204
102.016	0.073109
102.032	0.062331
102.048	0.051553
102.064	0.041409
102.08	0.031582
102.096	0.023974
102.112	0.018268
102.128	0.015098
102.144	0.014147
102.16	0.013513
102.176	0.013196
102.192	0.015098
102.208	0.019219
102.224	0.024608
102.24	0.030948
102.256	0.035703
102.272	0.039507
102.288	0.043311
102.304	0.047432
102.32	0.050919
102.336	0.053138
102.352	0.053772
102.368	0.052821
102.384	0.049968
102.4	0.045213
102.416	0.040458
102.432	0.035386
102.448	0.029363
102.464	0.023023
102.48	0.017000
102.496	0.010977
102.512	0.002418
102.528	-0.008360
102.544	-0.021674
102.56	-0.036573
102.576	-0.049887
102.592	-0.061933
102.608	-0.075564
102.624	-0.090146
102.64	-0.102826
102.656	-0.113921
102.672	-0.125333
102.688	-0.137379
102.704	-0.148474
102.72	-0.158618
102.736	-0.166226
102.752	-0.171615
102.768	-0.176053
102.784	-0.180174
102.8	-0.183027
102.816	-0.184612
102.832	-0.185563
102.848	-0.185880
102.864	-0.184295
102.88	-0.181759
102.896	-0.178272
102.912	-0.174151
102.928	-0.168762
102.944	-0.161788
102.96	-0.154180
102.976	-0.145938
102.992	-0.136111
103.008	-0.125333
103.024	-0.112970
103.04	-0.099656
103.056	-0.087293
103.072	-0.076198
103.088	-0.066371
103.104	-0.057178
103.12	-0.048619
103.136	-0.040694
103.152	-0.034037
103.168	-0.028648
103.184	-0.024527
103.2	-0.020723
103.216	-0.016602
103.232	-0.011847
103.248	-0.005824
103.264	0.000833
103.28	0.007173
103.296	0.013830
103.312	0.023023
103.328	0.034752
103.344	0.048383
103.36	0.063282
103.376	0.075962
103.392	0.087374
103.408	0.100371
103.424	0.114953
103.44	0.128584
103.456	0.141264
103.472	0.155529
103.488	0.170745
103.504	0.185961
103.52	0.200860
103.536	0.214491
103.552	0.227488
103.568	0.240485
103.584	0.253482
103.6	0.264577
103.616	0.274721
103.632	0.286450
103.648	0.300081
103.664	0.314980
103.68	0.330830
103.696	0.346046
103.712	0.361579
103.728	0.380916
103.744	0.403423
103.76	0.425296
103.776	0.446218
103.792	0.467774
103.808	0.489647
103.824	0.510886
103.84	0.531174
103.856	0.548926
103.872	0.563825
103.888	0.574920
103.904	0.582845
103.92	0.587283
103.936	0.588551
103.952	0.586966
103.968	0.582845
103.984	0.576822
104	0.569531
104.016	0.563191
104.032	0.557802
104.048	0.554315
104.064	0.552413
104.08	0.550511
104.096	0.548609
104.112	0.546707
104.128	0.544805
104.144	0.542903
104.16	0.541001
104.176	0.539099
104.192	0.537197
104.208	0.535295
104.224	0.533076
104.24	0.532125
104.256	0.532442
104.272	0.534027
104.288	0.537514
104.304	0.541635
104.32	0.546707
104.336	0.550194
104.352	0.552730
104.368	0.556217
104.384	0.560655
104.4	0.563508
104.416	0.565727
104.432	0.569214
104.448	0.573335
104.464	0.578407
104.48	0.584113
104.496	0.590453
104.512	0.597427
104.528	0.605352
104.544	0.614228
104.56	0.622153
104.576	0.628810
104.592	0.635784
104.608	0.642441
104.624	0.648464
104.64	0.653219
104.656	0.655121
104.672	0.654804
104.688	0.650683
104.704	0.643392
104.72	0.634833
104.736	0.624689
104.752	0.609473
104.768	0.590136
104.784	0.567946
104.8	0.543854
104.816	0.521981
104.832	0.502327
104.848	0.483307
104.864	0.465238
104.88	0.449388
104.896	0.435757
104.912	0.424028
104.928	0.413250
104.944	0.402472
104.96	0.391060
104.976	0.379648
104.992	0.368236
105.008	0.355873
105.024	0.342559
105.04	0.329562
105.056	0.316882
105.072	0.304836
105.088	0.292790
105.104	0.280744
105.12	0.269015
105.136	0.258554
105.152	0.249044
105.168	0.239534
105.184	0.229707
105.2	0.221782
105.216	0.215442
105.232	0.208151
105.248	0.199909
105.264	0.191033
105.28	0.182157
105.296	0.174866
105.312	0.169160
105.328	0.164405
105.344	0.160918
105.36	0.158065
105.376	0.155846
105.392	0.156163
105.408	0.158382
105.424	0.162503
105.44	0.167258
105.456	0.170745
105.472	0.173281
105.488	0.175817
105.504	0.178670
105.52	0.180889
105.536	0.181840
105.552	0.181206
105.568	0.178987
105.584	0.174866
105.6	0.168843
105.616	0.161869
105.632	0.153944
105.648	0.145068
105.664	0.135875
105.68	0.127316
105.696	0.119074
105.712	0.110515
105.728	0.101322
105.744	0.089910
105.76	0.076279
105.776	0.063282
105.792	0.050602
105.808	0.036971
105.824	0.022389
105.84	0.010026
105.856	-0.000752
105.872	-0.012481
105.888	-0.025161
105.904	-0.035939
105.92	-0.044498
105.936	-0.051155
105.952	-0.056861
105.968	-0.062567
105.984	-0.068590
106	-0.073345
106.016	-0.077783
106.032	-0.083489
106.048	-0.090146
106.064	-0.096486
106.08	-0.102826
106.096	-0.108849
106.112	-0.114555
106.128	-0.118993
106.144	-0.122163
106.16	-0.122480
106.176	-0.120578
106.192	-0.117091
106.208	-0.111702
106.224	-0.103460
106.24	-0.092999
106.256	-0.082221
106.272	-0.070809
106.288	-0.058446
106.304	-0.045132
106.32	-0.032452
106.336	-0.020723
106.352	-0.010262
106.368	-0.001386
106.384	0.005588
106.4	0.010977
106.416	0.015098
106.432	0.017951
106.448	0.019219
106.464	0.019219
106.48	0.019219
106.496	0.019219
106.512	0.019219
106.528	0.018902
106.544	0.016683
106.56	0.012562
106.576	0.007490
106.592	0.001150
106.608	-0.007726
106.624	-0.018187
106.64	-0.028331
106.656	-0.038158
106.672	-0.050204
106.688	-0.063835
106.704	-0.075881
106.72	-0.086342
106.736	-0.094584
106.752	-0.100924
106.768	-0.105679
106.784	-0.109483
106.8	-0.112336
106.816	-0.114555
106.832	-0.115189
106.848	-0.114872
106.864	-0.114555
106.88	-0.114238
106.896	-0.113287
106.912	-0.111385
106.928	-0.108849
106.944	-0.105996
106.96	-0.101875
106.976	-0.096486
106.992	-0.088244
107.008	-0.077466
107.024	-0.063518
107.04	-0.046717
107.056	-0.029282
107.072	-0.010896
107.088	0.011294
107.104	0.036020
107.12	0.060112
107.136	0.083570
107.152	0.108296
107.168	0.134290
107.184	0.159650
107.2	0.184376
107.216	0.204981
107.232	0.221782
107.248	0.236681
107.264	0.249995
107.28	0.261407
107.296	0.270917
107.312	0.279159
107.328	0.286133
107.344	0.291522
107.36	0.295009
107.376	0.297862
107.392	0.299764
107.408	0.301983
107.424	0.304519
107.44	0.306104
107.456	0.307372
107.472	0.310225
107.488	0.314346
107.504	0.319735
107.52	0.325758
107.536	0.332732
107.552	0.340023
107.568	0.348582
107.584	0.358409
107.6	0.367919
107.616	0.377429
107.632	0.387890
107.648	0.398985
107.664	0.409763
107.68	0.419907
107.696	0.429417
107.712	0.439244
107.728	0.451924
107.744	0.466823
107.76	0.481722
107.776	0.496621
107.792	0.514373
107.808	0.534661
107.824	0.556851
107.84	0.579992
107.856	0.601231
107.872	0.620251
107.888	0.637686
107.904	0.653536
107.92	0.665582
107.936	0.673824
107.952	0.677628
107.968	0.677311
107.984	0.672873
108	0.665582
108.016	0.657974
108.032	0.650366
108.048	0.641807
108.064	0.632297
108.08	0.623104
108.096	0.614545
108.112	0.607254
108.128	0.600914
108.144	0.594574
108.16	0.588234
108.176	0.581260
108.192	0.574286
108.208	0.567312
108.224	0.560338
108.24	0.553364
108.256	0.546390
108.272	0.540367
108.288	0.535929
108.304	0.534027
108.32	0.534344
108.336	0.534344
108.352	0.533710
108.368	0.534027
108.384	0.534661
108.4	0.534978
108.416	0.534661
108.432	0.534027
108.448	0.532759
108.464	0.531491
108.48	0.530223
108.496	0.529906
108.512	0.530223
108.528	0.531174
108.544	0.532759
108.56	0.534661
108.576	0.536880
108.592	0.541318
108.608	0.547975
108.624	0.554949
108.64	0.562240
108.656	0.568263
108.672	0.573335
108.688	0.575871
108.704	0.576188
108.72	0.575871
108.736	0.574603
108.752	0.569848
108.768	0.561606
108.784	0.548292
108.8	0.530857
108.816	0.514056
108.832	0.497889
108.848	0.479503
108.864	0.459849
108.88	0.441463
108.896	0.424662
108.912	0.407861
108.928	0.391377
108.944	0.375844
108.96	0.361262
108.976	0.347314
108.992	0.334000
109.008	0.320052
109.024	0.305470
109.04	0.291839
109.056	0.278208
109.072	0.263309
109.088	0.246825
109.104	0.230341
109.12	0.214174
109.136	0.199275
109.152	0.185327
109.168	0.172964
109.184	0.162186
109.2	0.153627
109.216	0.146970
109.232	0.140630
109.248	0.134290
109.264	0.127950
109.28	0.121610
109.296	0.115904
109.312	0.110198
109.328	0.105443
109.344	0.101639
109.36	0.097518
109.376	0.093080
109.392	0.089593
109.408	0.086740
109.424	0.085789
109.44	0.085789
109.456	0.085789
109.472	0.086106
109.488	0.088008
109.504	0.091495
109.52	0.094348
109.536	0.096567
109.552	0.100054
109.568	0.104809
109.584	0.108613
109.6	0.111466
109.616	0.113368
109.632	0.114319
109.648	0.112734
109.664	0.109247
109.68	0.104809
109.696	0.100371
109.712	0.095616
109.728	0.090227
109.744	0.082619
109.76	0.073743
109.776	0.065184
109.792	0.057259
109.808	0.048066
109.824	0.037288
109.84	0.027144
109.856	0.017000
109.872	0.005271
109.888	-0.008043
109.904	-0.021040
109.92	-0.033720
109.936	-0.044815
109.952	-0.055276
109.968	-0.064469
109.984	-0.073028
110	-0.079685
110.016	-0.085074
110.032	-0.090463
110.048	-0.095852
110.064	-0.099973
110.08	-0.103460
110.096	-0.105996
110.112	-0.108532
110.128	-0.111385
110.144	-0.114555
110.16	-0.116140
110.176	-0.116140
110.192	-0.115189
110.208	-0.112970
110.224	-0.109483
110.24	-0.104728
110.256	-0.099339
110.272	-0.092682
110.288	-0.084757
110.304	-0.075881
110.32	-0.067639
110.336	-0.059397
110.352	-0.049570
110.368	-0.038158
110.384	-0.028331
110.4	-0.019138
110.416	-0.010896
110.432	-0.003605
110.448	0.002101
110.464	0.006856
110.48	0.010343
110.496	0.012879
110.512	0.014781
110.528	0.016366
110.544	0.016683
110.56	0.015732
110.576	0.014147
110.592	0.011294
110.608	0.006222
110.624	-0.000435
110.64	-0.007726
110.656	-0.015651
110.672	-0.025478
110.688	-0.037207
110.704	-0.049570
110.72	-0.062567
110.736	-0.074296
110.752	-0.084757
110.768	-0.094901
110.784	-0.104411
110.8	-0.111068
110.816	-0.115189
110.832	-0.118993
110.848	-0.123114
110.864	-0.125333
110.88	-0.125967
110.896	-0.125967
110.912	-0.125967
110.928	-0.125016
110.944	-0.123114
110.96	-0.119627
110.976	-0.114872
110.992	-0.107898
111.008	-0.098705
111.024	-0.084757
111.04	-0.067005
111.056	-0.048302
111.072	-0.028331
111.088	-0.002971
111.104	0.026193
111.12	0.053772
111.136	0.080400
111.152	0.109564
111.168	0.140947
111.184	0.171062
111.2	0.199592
111.216	0.224001
111.232	0.244289
111.248	0.259822
111.264	0.271551
111.28	0.280110
111.296	0.286450
111.312	0.291205
111.328	0.294375
111.344	0.296594
111.36	0.297862
111.376	0.298813
111.392	0.299447
111.408	0.300398
111.424	0.301983
111.44	0.302934
111.456	0.303568
111.472	0.304836
111.488	0.307055
111.504	0.310542
111.52	0.315297
111.536	0.319735
111.552	0.324490
111.568	0.331147
111.584	0.339389
111.6	0.347631
111.616	0.356190
111.632	0.364749
111.648	0.373625
111.664	0.383452
111.68	0.394230
111.696	0.404374
111.712	0.414518
111.728	0.424979
111.744	0.436074
111.76	0.446852
111.776	0.457630
111.792	0.471895
111.808	0.489647
111.824	0.508350
111.84	0.528004
111.856	0.546707
111.872	0.564142
111.888	0.581260
111.904	0.598695
111.92	0.613911
111.936	0.627225
111.952	0.638003
111.968	0.646562
111.984	0.651634
112	0.653536
112.016	0.652268
112.032	0.647830
112.048	0.640539
112.064	0.631346
112.08	0.622153
112.096	0.613277
112.112	0.603767
112.128	0.593623
112.144	0.584113
112.16	0.574920
112.176	0.566361
112.192	0.558119
112.208	0.550194
112.224	0.542586
112.24	0.534978
112.256	0.527370
112.272	0.519762
112.288	0.512788
112.304	0.506765
112.32	0.502010
112.336	0.498840
112.352	0.497255
112.368	0.496621
112.384	0.496621
112.4	0.496621
112.416	0.495987
112.432	0.495036
112.448	0.493768
112.464	0.491549
112.48	0.488062
112.496	0.483941
112.512	0.478869
112.528	0.473480
